symbol,entry_price,exit_price,entry_time,exit_time,pnl,reason,duration,rsi,adx,volume_ratio,upper_wick_ratio,date,balance,is_loss
COMPUSDTUSDT,48.914445,50.35657127606641,2025-06-06 07:00:00,2025-06-06 07:15:00,13.7941337280065,Smart Trailing (Max 67%),0 days 00:15:00,89.20229065161921,53.36092514478672,2.765016288961999,0.0067470864853814,2025-06-06,446.353610374231,False
APEUSDTUSDT,0.7395695999999999,0.7288510177872,2025-06-06 07:15:00,2025-06-06 07:30:00,-7.13092832373377,Stop Loss,0 days 00:15:00,79.59955897426923,48.71113433625231,2.8665399562909197,0.0052766878636179,2025-06-06,439.2226820504972,True
COMPUSDTUSDT,48.994485,49.95434627698643,2025-06-06 07:45:00,2025-06-06 07:45:00,9.254988320941642,Smart Trailing (Max 48%),0 days 00:00:00,75.1131664377876,54.82164003063793,4.120965153125519,0.0240963855421686,2025-06-06,448.4776703714389,False
APEUSDTUSDT,0.7395695999999999,0.7406782148304,2025-06-06 08:15:00,2025-06-06 08:30:00,0.4970303683287484,Smart Break-even,0 days 00:15:00,71.9758018668115,45.11169019074179,2.640914794658315,0.0074404761904762,2025-06-06,448.9747007397676,False
1000FLOKIUSDTUSDT,0.08542269,0.08555073861231,2025-06-06 12:45:00,2025-06-06 12:45:00,0.4966743847965761,Smart Break-even,0 days 00:00:00,70.60356098672152,56.2144058872952,2.756447875718707,0.0146387164773392,2025-06-06,449.4713751245642,False
POPCATUSDTUSDT,0.366183,0.360875909781,2025-06-06 13:45:00,2025-06-06 13:45:00,-7.461394121027639,Stop Loss,0 days 00:00:00,74.55372804844991,42.98797751368333,2.805371971639706,0.0076502732240437,2025-06-06,442.00998100353655,True
TRUMPUSDTUSDT,10.497246,10.345109413722,2025-06-06 19:45:00,2025-06-06 19:45:00,-7.296332055730063,Stop Loss,0 days 00:00:00,80.1576344648262,28.834731477055364,10.269178811471235,0.0520247737017628,2025-06-06,434.71364894780646,True
OMUSDTUSDT,0.306323085,0.301883544529095,2025-06-06 20:45:00,2025-06-06 21:00:00,-7.134921517876184,Stop Loss,0 days 00:15:00,71.07285652536378,32.265824084341034,4.119184311715034,0.0073159579332419,2025-06-06,427.57872742993027,True
PENGUUSDTUSDT,0.0103371659999999,0.010187349453162,2025-06-07 03:15:00,2025-06-07 03:15:00,-6.97210058859916,Stop Loss,0 days 00:00:00,81.33130148641187,44.20224787326349,3.19438526432679,0.0015485869144406,2025-06-07,420.60662684133115,True
ETHFIUSDTUSDT,1.16748345,1.1941307737267814,2025-06-07 02:00:00,2025-06-07 03:30:00,10.388588104368823,Smart Trailing (Max 54%),0 days 01:30:00,69.96144979326601,34.169508879408056,3.607986416492236,0.0097694746764931,2025-06-07,430.99521494569996,False
MOODENGUSDTUSDT,0.2034716849999999,0.2101253601050894,2025-06-07 03:45:00,2025-06-07 03:45:00,15.10968104972866,Smart Trailing (Max 73%),0 days 00:00:00,80.54126281897759,34.53242015738413,6.2947665523487375,0.0101779919362768,2025-06-07,446.1048959954286,False
PENGUUSDTUSDT,0.0102851399999999,0.0101360774659799,2025-06-07 03:30:00,2025-06-07 03:45:00,-6.817862747258895,Stop Loss,0 days 00:15:00,77.64520633715995,46.03115368214348,4.5249888337707835,0.0087523096372653,2025-06-07,439.28703324816973,True
MOODENGUSDTUSDT,0.20586288,0.20617146845712,2025-06-07 04:00:00,2025-06-07 04:15:00,0.4801411251081047,Smart Break-even,0 days 00:15:00,83.047033863682,39.326062094247185,5.438741020957962,0.0250303766707169,2025-06-07,439.76717437327784,False
ENAUSDTUSDT,0.30945465,0.30991852252035,2025-06-07 06:15:00,2025-06-07 07:15:00,0.4804830544380423,Smart Break-even,0 days 01:00:00,65.50430749322439,30.71141663423112,4.05633603145809,0.0051729712253475,2025-06-07,440.24765742771586,False
AVAXUSDTUSDT,20.428209,20.458830885291,2025-06-07 07:00:00,2025-06-07 07:15:00,0.4797972380046873,Smart Break-even,0 days 00:15:00,75.11423943802073,43.38370809911658,2.9416284680412206,0.00078358391694,2025-06-07,440.72745466572053,False
DOGEUSDTUSDT,0.184562235,0.1855971155259804,2025-06-07 07:15:00,2025-06-07 07:15:00,2.451624155425818,Smart Trailing (Max 39%),0 days 00:00:00,69.41355616661939,32.781603182004794,2.849320507711977,0.0020599555483275,2025-06-07,443.1790788211464,False
DOGEUSDTUSDT,0.1851125099999999,0.1858941618075593,2025-06-07 07:30:00,2025-06-07 07:30:00,1.8037792980172296,Smart Trailing (Max 32%),0 days 00:00:00,71.93649942738585,34.62429395897799,2.623930001834329,0.0052426764674089,2025-06-07,444.9828581191636,False
AVAXUSDTUSDT,20.600295,20.631174842205,2025-06-07 07:45:00,2025-06-07 07:45:00,0.4862048159413409,Smart Break-even,0 days 00:00:00,76.93500842260713,50.36173841954902,2.9049269186447426,0.0026225049779028,2025-06-07,445.46906293510494,False
FETUSDTUSDT,0.76368165,0.7648264087933501,2025-06-07 06:45:00,2025-06-07 08:00:00,0.4801400237716576,Smart Break-even,0 days 01:15:00,74.30455985983969,36.22815496485634,2.5039141545999475,0.000392978779146,2025-06-07,445.94920295887664,False
BCHUSDTUSDT,406.493145,407.102478224355,2025-06-07 08:00:00,2025-06-07 08:00:00,0.486551063488706,Smart Break-even,0 days 00:00:00,80.21894072296362,27.459798890351728,2.5437787999043504,0.0025597479632773,2025-06-07,446.4357540223653,False
AVAXUSDTUSDT,20.6913405,20.7223568194095,2025-06-07 08:15:00,2025-06-07 08:15:00,0.4875822719264649,Smart Break-even,0 days 00:00:00,79.44622630310693,54.804055334003,2.8004961894781295,0.0053667262969588,2025-06-07,446.9233362942918,False
PENGUUSDTUSDT,0.0103451699999999,0.01036067740983,2025-06-07 10:45:00,2025-06-07 11:00:00,0.487581153521657,Smart Break-even,0 days 00:15:00,65.78013460228667,41.32702084748667,4.525549206440326,0.0094777562862668,2025-06-07,447.41091744781346,False
ENAUSDTUSDT,0.3149574,0.3185123185309024,2025-06-07 10:30:00,2025-06-07 11:30:00,5.2697525854807195,Smart Trailing (Max 66%),0 days 01:00:00,71.12968321066225,39.583530392755215,2.8339311053764256,0.0009529860228715,2025-06-07,452.6806700332942,False
ENAUSDTUSDT,0.32066025,0.3239881326571376,2025-06-07 12:15:00,2025-06-07 12:30:00,4.889777561132728,Smart Trailing (Max 61%),0 days 00:15:00,76.13917205858162,49.37400528120769,3.2603601980867554,0.0068664169787764,2025-06-07,457.57044759442687,False
TRXUSDTUSDT,0.2786592599999999,0.278430715,2025-06-06 10:45:00,2025-06-07 13:15:00,-0.6571035683709584,Time Stop (24h),1 days 02:30:00,73.92120657410311,29.460248582687253,3.696484897231081,0.0015797788309636,2025-06-07,456.91334402605594,True
INJUSDTUSDT,12.767380499999998,12.994787577875496,2025-06-07 11:30:00,2025-06-07 13:15:00,8.445193542945741,Smart Trailing (Max 45%),0 days 01:45:00,69.86537281739433,37.00914434271649,2.753256784974859,0.0065052120072106,2025-06-07,465.35853756900167,False
UNIUSDTUSDT,6.299148,6.308590422852,2025-06-07 13:30:00,2025-06-07 13:30:00,0.5117685270360672,Smart Break-even,0 days 00:00:00,69.96203043854102,43.96907537346401,3.0396715445575286,0.0057188244638602,2025-06-07,465.8703060960377,False
DOGEUSDTUSDT,0.1869534299999999,0.1882221842613371,2025-06-07 12:45:00,2025-06-07 13:45:00,3.1534642272555224,Smart Trailing (Max 44%),0 days 01:00:00,68.67460490813951,47.52630972287488,2.588471517783753,0.002087235750602,2025-06-07,469.02377032329326,False
ENAUSDTUSDT,0.33086535,0.3332186315068561,2025-06-07 14:00:00,2025-06-07 14:00:00,3.420365511214156,Smart Trailing (Max 46%),0 days 00:00:00,82.86186841065661,59.35311626560728,3.0437378314471895,0.0057436517533253,2025-06-07,472.4441358345074,False
TRBUSDTUSDT,49.839907499999995,50.56230712770552,2025-06-07 14:30:00,2025-06-07 14:30:00,7.296811921014728,Smart Trailing (Max 38%),0 days 00:00:00,80.30616755834333,58.278726427365235,4.414002798021219,0.0095178811670447,2025-06-07,479.74094775552214,False
TRBUSDTUSDT,50.35516499999999,50.430647392335,2025-06-07 14:45:00,2025-06-07 14:45:00,0.5308008317792807,Smart Break-even,0 days 00:00:00,81.96632601481424,59.78884886960788,3.829311064909093,0.009319608934107,2025-06-07,480.27174858730143,False
UNIUSDTUSDT,6.295146,6.32851029836071,2025-06-07 14:15:00,2025-06-07 15:00:00,2.504469293714368,Smart Trailing (Max 37%),0 days 00:45:00,65.01427769591211,54.7465004895064,2.6679977504829027,0.007787666878576,2025-06-07,482.7762178810158,False
TAOUSDTUSDT,382.93137,377.38154565459007,2025-06-07 16:00:00,2025-06-07 16:45:00,-8.027681987832826,Stop Loss,0 days 00:45:00,69.82071335436284,34.37980119759333,3.4394991934406876,0.0033443942204686,2025-06-07,474.748535893183,True
LTCUSDTUSDT,89.17456499999999,87.88215802945498,2025-06-07 16:15:00,2025-06-07 18:45:00,-8.02195079486659,Stop Loss,0 days 02:30:00,73.53236171004438,29.413873552149074,3.0107420480970157,0.0015707393694603,2025-06-07,466.7265850983164,True
SPXUSDTUSDT,1.15227585,1.13557591610595,2025-06-07 20:30:00,2025-06-07 20:45:00,-7.656085800100184,Stop Loss,0 days 00:15:00,68.25282267079513,25.31293453892298,2.66964646019408,0.004515456755818,2025-06-07,459.0704992982162,True
TAOUSDTUSDT,386.09295,387.8073985530407,2025-06-07 21:15:00,2025-06-07 21:45:00,1.9675246460943383,Smart Trailing (Max 33%),0 days 00:30:00,68.58112832955733,29.154577247417077,2.6093524769542205,0.0010365379632029,2025-06-07,461.0380239443105,False
UNIUSDTUSDT,6.365181,6.404622951472725,2025-06-07 19:30:00,2025-06-07 22:00:00,2.9107941289299646,Smart Trailing (Max 41%),0 days 02:30:00,65.59602876167286,33.300177339887426,3.046224570349439,0.0028292989625903,2025-06-07,463.9488180732405,False
MOODENGUSDTUSDT,0.2019009,0.206657316098672,2025-06-07 22:15:00,2025-06-07 22:30:00,11.657853573690248,Smart Trailing (Max 56%),0 days 00:15:00,70.53679107722583,25.19943759072626,4.514026243293438,0.0144690550517814,2025-06-07,475.60667164693075,False
MOODENGUSDTUSDT,0.2052425699999999,0.20226798943299,2025-06-07 22:45:00,2025-06-07 23:00:00,-7.824598628554412,Stop Loss,0 days 00:15:00,75.92759403627701,30.71700900388068,3.226469919918831,0.0114544745564437,2025-06-07,467.7820730183763,True
INJUSDTUSDT,13.130562,12.940260764934,2025-06-07 22:00:00,2025-06-08 00:30:00,-7.523492953409783,Stop Loss,0 days 02:30:00,68.39473323030535,26.91806437846068,3.013296872806746,0.0034290939571744,2025-06-08,460.2585800649665,True
SPXUSDTUSDT,1.1953974,1.2088978020397536,2025-06-08 01:45:00,2025-06-08 02:15:00,5.392246248225011,Smart Trailing (Max 32%),0 days 00:30:00,74.17502054155553,33.22046185421503,4.570581048662775,0.0105456980247739,2025-06-08,465.65082631319154,False
TRXUSDTUSDT,0.28490238,0.28532944866762,2025-06-07 19:15:00,2025-06-08 03:00:00,0.5107261273036392,Smart Break-even,0 days 07:45:00,78.32580666039841,51.11440196101841,2.6530716887334376,0.0018610857504039,2025-06-08,466.1615524404952,False
KAITOUSDTUSDT,1.7252621999999995,1.7278483680377998,2025-06-08 02:45:00,2025-06-08 03:30:00,0.506296246008299,Smart Break-even,0 days 00:45:00,77.05946877144333,25.225163088840905,3.475414052675145,0.0004059382973788,2025-06-08,466.6678486865035,False
GPSUSDTUSDT,0.02597298,0.0268420234676819,2025-06-08 10:15:00,2025-06-08 10:30:00,16.743976087965855,Smart Trailing (Max 74%),0 days 00:15:00,68.15180741620283,55.89396355400479,3.898141728365103,0.0458397534668721,2025-06-08,483.4118247744693,False
XRPUSDTUSDT,2.2593291,2.284782065311914,2025-06-08 12:15:00,2025-06-08 13:30:00,5.710304179501412,Smart Trailing (Max 66%),0 days 01:15:00,80.73424523887066,35.50348951949695,3.1158431097921846,0.0011955896027985,2025-06-08,489.1221289539708,False
XRPUSDTUSDT,2.2827408,2.2861626284592,2025-06-08 13:45:00,2025-06-08 15:15:00,0.5375298413996088,Smart Break-even,0 days 01:30:00,81.18975121358517,52.01564288427593,3.4598667282272904,0.0032433380084151,2025-06-08,489.6596587953704,False
INJUSDTUSDT,13.450722,13.617493866361617,2025-06-08 12:00:00,2025-06-08 17:00:00,6.315793979952597,Smart Trailing (Max 34%),0 days 05:00:00,80.47804398958712,33.047973547885036,2.7162937967823826,0.0017851829812555,2025-06-08,495.975452775323,False
SPXUSDTUSDT,1.25052495,1.2640065977757011,2025-06-08 17:15:00,2025-06-08 17:30:00,5.61781455098949,Smart Trailing (Max 31%),0 days 00:15:00,69.49871561158044,35.69652813166199,2.9942022106696813,0.0128810304824385,2025-06-08,501.59326732631246,False
SPXUSDTUSDT,1.28074005,1.2938302404530004,2025-06-08 18:30:00,2025-06-08 18:45:00,5.385988532685487,Smart Trailing (Max 30%),0 days 00:15:00,75.62549541382018,41.237299443210944,3.3867568311055467,0.0078912415032424,2025-06-08,506.97925585899793,False
LAUSDTUSDT,1.1305649999999998,1.1760914896394723,2025-06-08 21:45:00,2025-06-08 21:45:00,22.3092248320108,Smart Trailing (Max 87%),0 days 00:00:00,75.9556688720801,42.187270594957674,2.67857864054402,0.0035429583702391,2025-06-08,529.2884806910088,False
