symbol,entry_price,exit_price,entry_time,exit_time,pnl,reason,duration,rsi,adx,volume_ratio,upper_wick_ratio,date,balance,is_loss
1000PEPEUSDTUSDT,0.01200009705,0.0120180851954779,2025-06-08 21:15:00,2025-06-08 21:45:00,0.5606756425039734,Smart Break-even,0 days 00:30:00,73.79444369956714,34.19605815722715,3.2377485477077057,0.0041603788529359,2025-06-08,529.8491563335127,False
LAUSDTUSDT,1.1745869999999998,1.157563710609,2025-06-08 22:00:00,2025-06-08 22:00:00,-8.89446233029739,Stop Loss,0 days 00:00:00,81.9840431436853,50.05066216403708,3.2374120193597147,0.0051107325383304,2025-06-08,520.9546940032153,True
LAUSDTUSDT,1.2006,1.1831997042,2025-06-08 22:15:00,2025-06-08 22:15:00,-8.697697717929302,Stop Loss,0 days 00:00:00,84.04911921640101,52.33035265912931,2.7435057896135406,0.0050041701417848,2025-06-08,512.256996285286,True
ICPUSDTUSDT,5.6258115,5.544276613930501,2025-06-08 16:30:00,2025-06-08 23:15:00,-8.075153704855529,Stop Loss,0 days 06:45:00,78.03920255196152,45.71407183013465,7.679173702785153,0.0136937577805441,2025-06-08,504.1818425804305,True
ICPUSDTUSDT,5.876936999999999,5.791762552058999,2025-06-09 09:00:00,2025-06-09 09:15:00,-8.332411300164747,Stop Loss,0 days 00:15:00,70.29522397119106,28.441786926650018,2.581859386170104,0.0039162268006129,2025-06-09,495.8494312802658,True
VIRTUALUSDTUSDT,1.86303105,1.86582373354395,2025-06-09 09:30:00,2025-06-09 09:45:00,0.5423745490022083,Smart Break-even,0 days 00:15:00,70.119145653106,29.844818972053023,3.283691500543827,0.0011813983460423,2025-06-09,496.391805829268,False
AIXBTUSDTUSDT,0.183921915,0.1864840917188375,2025-06-09 10:00:00,2025-06-09 10:45:00,7.293488965865171,Smart Trailing (Max 37%),0 days 00:45:00,66.87784773007668,33.41104337208236,2.885758654982431,0.0144698906598487,2025-06-09,503.68529479513313,False
FETUSDTUSDT,0.7745871,0.7757482060629001,2025-06-09 10:15:00,2025-06-09 10:45:00,0.541986640825491,Smart Break-even,0 days 00:30:00,77.74362043356567,38.87559470910649,2.791710991665885,0.0030999741668818,2025-06-09,504.2272814359586,False
FARTCOINUSDTUSDT,1.11285615,1.126262895578043,2025-06-09 10:45:00,2025-06-09 10:45:00,6.257155277241896,Smart Trailing (Max 69%),0 days 00:00:00,72.75443603726674,36.04414308667755,2.7455283709130303,0.0089903802930864,2025-06-09,510.4844367132005,False
HYPEUSDTUSDT,37.090536,37.146134713464,2025-06-09 11:15:00,2025-06-09 11:15:00,0.560923758158939,Smart Break-even,0 days 00:00:00,77.58813397543922,34.62973869037081,4.383914578732121,0.0046396201985325,2025-06-09,511.04536047135946,False
1000BONKUSDTUSDT,0.016236114,0.016260451934886,2025-06-09 10:30:00,2025-06-09 12:00:00,0.5415997009805125,Smart Break-even,0 days 01:30:00,70.15548151832851,35.83313531562645,3.7682488091032624,0.0060393171874037,2025-06-09,511.58696017233996,False
VIRTUALUSDTUSDT,1.90785345,1.91071332232155,2025-06-09 11:30:00,2025-06-09 12:00:00,0.5613232163072637,Smart Break-even,0 days 00:30:00,70.67041472840533,35.61785602918159,5.454120640920995,0.0184068383239812,2025-06-09,512.1482833886472,False
FETUSDTUSDT,0.79249605,0.78101040474735,2025-06-09 12:45:00,2025-06-09 13:15:00,-8.444189307226344,Stop Loss,0 days 00:30:00,77.35960529016982,40.02588469732659,3.6228912506896256,0.0010099734881959,2025-06-09,503.70409408142086,True
TRUMPUSDTUSDT,10.631313,10.477233380691,2025-06-09 13:00:00,2025-06-09 13:30:00,-8.438160757710166,Stop Loss,0 days 00:30:00,74.38367537045555,32.68119006149463,2.5559549491134907,0.0044235294117647,2025-06-09,495.2659333237107,True
TAOUSDTUSDT,408.08394,402.16957945758,2025-06-09 13:15:00,2025-06-09 13:45:00,-8.43213651214888,Stop Loss,0 days 00:30:00,75.95382873508277,32.730061151196296,2.9172130830073986,0.0081145350690103,2025-06-09,486.8337968115618,True
ETHFIUSDTUSDT,1.2238116,1.2256460935884,2025-06-09 15:45:00,2025-06-09 16:45:00,0.5251911502119793,Smart Break-even,0 days 01:00:00,68.90914175706511,44.576657521304824,3.410363758641711,0.0087482626113972,2025-06-09,487.3589879617738,False
SPXUSDTUSDT,1.42261095,1.40199304950165,2025-06-09 17:15:00,2025-06-09 17:30:00,-7.884168430169732,Stop Loss,0 days 00:15:00,70.35405392514139,36.91054162816435,2.7180231508429697,0.0040092846592108,2025-06-09,479.47481953160406,True
AAVEUSDTUSDT,265.082475,266.09388412705425,2025-06-09 16:45:00,2025-06-09 18:30:00,1.7420487748929234,Smart Trailing (Max 30%),0 days 01:45:00,72.29761220147624,38.92007667653028,3.347604307585309,0.0017739865629954,2025-06-09,481.21686830649696,False
EIGENUSDTUSDT,1.51465695,1.51692742076805,2025-06-09 17:45:00,2025-06-09 19:45:00,0.513572138694345,Smart Break-even,0 days 02:00:00,71.99335388599752,42.72091737264278,2.9144372038157753,0.0023776500891619,2025-06-09,481.73044044519133,False
PENGUUSDTUSDT,0.010749372,0.010959672548316,2025-06-09 19:45:00,2025-06-09 21:30:00,9.843278216131282,Smart Trailing (Max 48%),0 days 01:45:00,69.19771975104695,49.23534150917619,3.7714630523659296,0.0198213288665549,2025-06-09,491.57371866132263,False
PNUTUSDTUSDT,0.293956905,0.289696587575835,2025-06-09 21:30:00,2025-06-09 21:45:00,-7.741480576621484,Stop Loss,0 days 00:15:00,79.53588420485137,40.48668561511494,3.870090425599119,0.0033013409570484,2025-06-09,483.83223808470115,True
WIFUSDTUSDT,1.0123059,1.0138233465441,2025-06-09 21:45:00,2025-06-09 22:00:00,0.529354633492855,Smart Break-even,0 days 00:15:00,81.97950679074435,29.414208282044864,8.268882903496811,0.0177918355243649,2025-06-09,484.361592718194,False
UNIUSDTUSDT,6.801399,6.844762347902508,2025-06-09 22:15:00,2025-06-09 22:45:00,3.051336340124555,Smart Trailing (Max 42%),0 days 00:30:00,77.75074080024758,35.919504143605096,4.939100905911835,0.0086803001324113,2025-06-09,487.4129290583185,False
NEIROUSDTUSDT,0.00046733355,0.0004605604848598,2025-06-09 22:30:00,2025-06-09 22:45:00,-7.781049548270955,Stop Loss,0 days 00:15:00,83.1118010049208,33.32832969668835,2.5361249860288124,0.001070663811563,2025-06-09,479.6318795100476,True
VIRTUALUSDTUSDT,2.0236113,1.9942831014291005,2025-06-09 22:45:00,2025-06-09 23:00:00,-7.775494433294007,Stop Loss,0 days 00:15:00,76.39138103108016,34.74102905158769,5.655263181134959,0.0005932957579352,2025-06-09,471.85638507675355,True
TRBUSDTUSDT,53.0935335,52.3240489189845,2025-06-09 23:00:00,2025-06-09 23:00:00,-7.668688546754712,Stop Loss,0 days 00:00:00,88.44300728450591,37.735348700457095,4.8957375010063355,0.0085560287965022,2025-06-09,464.1876965299989,True
COMPUSDTUSDT,50.58528,51.20064496469107,2025-06-09 23:15:00,2025-06-09 23:15:00,5.704700777221702,Smart Trailing (Max 34%),0 days 00:00:00,66.89409145644576,54.605012428708754,5.1781544562310735,0.0591493570722057,2025-06-09,469.89239730722056,False
FARTCOINUSDTUSDT,1.2368180999999998,1.2188928952767,2025-06-09 23:45:00,2025-06-09 23:45:00,-7.4494737382744844,Stop Loss,0 days 00:00:00,76.65317477388788,39.60038144247227,3.4242688616631693,0.0059056710622118,2025-06-09,462.44292356894607,True
ETHFIUSDTUSDT,1.2978485999999998,1.3259054123397749,2025-06-10 00:15:00,2025-06-10 00:30:00,10.26031777978412,Smart Trailing (Max 52%),0 days 00:15:00,70.5901555854074,46.41606717309982,3.1150194333617316,0.0034690101757633,2025-06-10,472.7032413487302,False
EIGENUSDTUSDT,1.6166078999999998,1.5931784017053,2025-06-10 00:30:00,2025-06-10 00:30:00,-7.279474638263141,Stop Loss,0 days 00:00:00,73.96288442838296,43.013271689722366,2.60075563520038,0.0022893206286349,2025-06-10,465.4237667104671,True
MOODENGUSDTUSDT,0.22081035,0.2176101455974499,2025-06-10 00:45:00,2025-06-10 00:45:00,-7.338092155664668,Stop Loss,0 days 00:00:00,71.31612063623784,34.44907759006393,3.0495579718724466,0.0124614826898676,2025-06-10,458.0856745548024,True
UNIUSDTUSDT,7.1745855,7.1853402036645,2025-06-10 01:45:00,2025-06-10 01:45:00,0.4780009097598316,Smart Break-even,0 days 00:00:00,77.76167799851748,48.27289582653509,7.943544723454795,0.006694560669456,2025-06-10,458.56367546456227,False
WIFUSDTUSDT,1.0479237,1.0327361418159002,2025-06-10 02:15:00,2025-06-10 02:15:00,-7.180867963200843,Stop Loss,0 days 00:00:00,70.67534118928731,49.10473174727864,2.743876836506572,0.0233890214797135,2025-06-10,451.3828075013614,True
NEIROUSDTUSDT,0.00048854415,0.0004977324996744,2025-06-10 07:45:00,2025-06-10 08:00:00,8.56803844839017,Smart Trailing (Max 46%),0 days 00:15:00,74.2693942833653,48.72306255970759,4.084643498359261,0.0081900081900081,2025-06-10,459.95084594975157,False
NEIROUSDTUSDT,0.0004938468,0.0004866894783276,2025-06-10 08:15:00,2025-06-10 08:15:00,-7.195415331999797,Stop Loss,0 days 00:00:00,77.11468606795741,53.32361520551346,3.1244638092284287,0.0129685916919958,2025-06-10,452.75543061775176,True
AAVEUSDTUSDT,294.79732499999994,296.79849802079286,2025-06-10 09:30:00,2025-06-10 09:30:00,2.950942506675308,Smart Trailing (Max 44%),0 days 00:00:00,68.4561873254873,57.12418833781718,2.69419798757073,0.0012557271338876,2025-06-10,455.7063731244271,False
COMPUSDTUSDT,54.56726999999999,54.64906633773,2025-06-10 10:00:00,2025-06-10 10:00:00,0.4722432330051134,Smart Break-even,0 days 00:00:00,68.62851289206591,31.80859549618225,3.704147408424298,0.0198092443140131,2025-06-10,456.1786163574322,False
AAVEUSDTUSDT,296.14799999999997,296.591925852,2025-06-10 09:45:00,2025-06-10 10:15:00,0.4725806218977092,Smart Break-even,0 days 00:30:00,70.82430131657952,56.60461352245285,2.800228973905245,0.0047635135135135,2025-06-10,456.65119697932994,False
COMPUSDTUSDT,56.54826,55.72870606782,2025-06-10 11:00:00,2025-06-10 11:00:00,-7.104489177680004,Stop Loss,0 days 00:00:00,77.88032024307851,38.56218163979755,2.529201874686491,0.0022996638952767,2025-06-10,449.5467078016499,True
COMPUSDTUSDT,56.238105,59.20193422500001,2025-06-10 11:15:00,2025-06-10 11:15:00,24.188119147890777,Smart Trailing (Max 112%),0 days 00:00:00,73.6745458634945,41.27301879851693,5.150732678586064,0.0217081850533807,2025-06-10,473.73482694954066,False
COMPUSDTUSDT,58.659315,57.80916554770501,2025-06-10 11:30:00,2025-06-10 11:30:00,-7.460187281850131,Stop Loss,0 days 00:00:00,80.39806234837204,34.85984288545111,7.515884604064931,0.0126193724420191,2025-06-10,466.27463966769056,True
COMPUSDTUSDT,58.018995,57.178125705465,2025-06-10 11:45:00,2025-06-10 11:45:00,-7.295151914427555,Stop Loss,0 days 00:00:00,75.5683099820094,37.88712090400106,2.6907787202002913,0.0141379310344827,2025-06-10,458.979487753263,True
COMPUSDTUSDT,58.92945,60.0176512632693,2025-06-10 12:00:00,2025-06-10 12:00:00,8.548159776049548,Smart Trailing (Max 46%),0 days 00:00:00,78.08405871110085,40.830148530438485,3.2313283830833184,0.0117147707979627,2025-06-10,467.52764752931256,False
COMPUSDTUSDT,59.54976,58.68670532832,2025-06-10 12:15:00,2025-06-10 12:30:00,-7.311675361107344,Stop Loss,0 days 00:15:00,79.63371992920918,43.44758177773124,3.010522373628145,0.0125986897362674,2025-06-10,460.2159721682052,True
ARBUSDTUSDT,0.3989993999999999,0.3995975001005999,2025-06-10 12:30:00,2025-06-10 12:30:00,0.4867071050000797,Smart Break-even,0 days 00:00:00,86.74811684264877,29.985777525558294,3.505593183898873,0.0030097817908201,2025-06-10,460.70267927320526,False
ARBUSDTUSDT,0.39989985,0.40049929987515,2025-06-10 12:45:00,2025-06-10 13:15:00,0.476626733699138,Smart Break-even,0 days 00:30:00,86.93826957416829,33.358742800548775,3.2344010172801125,0.0065065065065064,2025-06-10,461.1793060069044,False
COMPUSDTUSDT,61.31064,60.42206489448,2025-06-10 13:00:00,2025-06-10 13:15:00,-7.150020388235295,Stop Loss,0 days 00:15:00,79.7183885835146,51.47153630633453,2.7294485808651445,0.0164844132528153,2025-06-10,454.0292856186691,True
LINKUSDTUSDT,15.380686499999998,15.157774210555498,2025-06-10 16:15:00,2025-06-10 17:15:00,-7.002050308381505,Stop Loss,0 days 01:00:00,66.33408126425995,35.333674783470464,6.5776720928380845,0.0100819565500194,2025-06-10,447.0272353102876,True
JUPUSDTUSDT,0.4966482,0.4894502776374,2025-06-10 19:30:00,2025-06-10 19:45:00,-6.837376650501165,Stop Loss,0 days 00:15:00,73.67125555604389,27.380354026374057,2.6543600564327887,0.0008058017727639,2025-06-10,440.18985865978647,True
JTOUSDTUSDT,2.1682835999999996,2.1368586657851996,2025-06-10 19:45:00,2025-06-10 19:45:00,-6.832495250736451,Stop Loss,0 days 00:00:00,76.18255497473105,34.179586250163666,7.96354384782203,0.0515150117603652,2025-06-10,433.35736340905,True
JTOUSDTUSDT,2.1784887,2.1469158632709,2025-06-10 20:00:00,2025-06-10 20:00:00,-6.53496972067397,Stop Loss,0 days 00:00:00,76.7096406359894,37.15651140236775,3.0516302144906744,0.0013324756478588,2025-06-10,426.82239368837605,True
COMPUSDTUSDT,61.700835,60.806604798345,2025-06-10 22:15:00,2025-06-10 22:15:00,-6.39040215310492,Stop Loss,0 days 00:00:00,66.96072603158488,31.75026284156647,3.043895199943585,0.0019458407653639,2025-06-10,420.4319915352711,True
LDOUSDTUSDT,0.9922959,0.9779145555213,2025-06-11 00:15:00,2025-06-11 00:15:00,-6.249032730666728,Stop Loss,0 days 00:00:00,75.06185987428117,25.84856902971486,3.109538753522499,0.0087728143591811,2025-06-11,414.18295880460437,True
ENSUSDTUSDT,24.146067,24.40836213318515,2025-06-11 00:30:00,2025-06-11 01:15:00,4.223479623194418,Smart Trailing (Max 31%),0 days 00:45:00,67.72646836387044,29.391302879201568,3.296034762578032,0.0240344770429304,2025-06-11,418.40643842779883,False
COMPUSDTUSDT,62.101035,61.20100469974499,2025-06-11 05:15:00,2025-06-11 05:15:00,-6.196845212273638,Stop Loss,0 days 00:00:00,65.18068026735129,25.31706073829385,3.2218740814928166,0.0029004189494037,2025-06-11,412.20959321552516,True
DOGEUSDTUSDT,0.20268129,0.20298510925371,2025-06-11 07:15:00,2025-06-11 07:15:00,0.403372274379424,Smart Break-even,0 days 00:00:00,74.52537269653637,29.50331547429614,8.934137986430018,0.0028629251196998,2025-06-11,412.6129654899046,False
JTOUSDTUSDT,2.2819404,2.2488682377828,2025-06-11 08:00:00,2025-06-11 08:00:00,-6.055417560097918,Stop Loss,0 days 00:00:00,69.79969558760403,26.50297576766314,5.091625626911699,0.0081104778605874,2025-06-11,406.5575479298067,True
DOGEUSDTUSDT,0.2020509749999999,0.2034732206666349,2025-06-11 07:30:00,2025-06-11 08:15:00,2.6427501788146524,Smart Trailing (Max 46%),0 days 00:45:00,69.97999154011822,29.08280917297436,10.546968029268069,0.0235206734340183,2025-06-11,409.2002981086213,False
USUALUSDTUSDT,0.1216608,0.1198975700256,2025-06-11 09:15:00,2025-06-11 09:15:00,-5.973767400498572,Stop Loss,0 days 00:00:00,84.32322055125131,45.55838917518463,10.5357673914665,0.0016447368421053,2025-06-11,403.22653070812277,True
ADAUSDTUSDT,0.72706335,0.71652602086845,2025-06-11 07:00:00,2025-06-11 09:30:00,-6.059757685133878,Stop Loss,0 days 02:30:00,70.10041011412349,36.75734178076776,2.6199797735852255,0.0001376083665886,2025-06-11,397.1667730229889,True
USUALUSDTUSDT,0.1195597499999999,0.11973897006525,2025-06-11 09:30:00,2025-06-11 09:30:00,0.3891292438904151,Smart Break-even,0 days 00:00:00,69.41910191753261,47.84584147471498,5.833450589807084,0.0192468619246862,2025-06-11,397.5559022668793,False
XLMUSDTUSDT,0.283911885,0.279797150050695,2025-06-11 08:30:00,2025-06-11 12:15:00,-5.978035291761348,Stop Loss,0 days 03:45:00,73.9630557829802,25.720251139774813,2.9567414055788954,0.0012686330478907,2025-06-11,391.57786697511796,True
SPXUSDTUSDT,1.6220106,1.5985028003742,2025-06-11 12:45:00,2025-06-11 13:00:00,-5.5880671893769485,Stop Loss,0 days 00:15:00,71.52396036347749,26.720032713633064,6.071947163087722,0.0056762092793681,2025-06-11,385.989799785741,True
SPXUSDTUSDT,1.64132025,1.61753259561675,2025-06-11 13:30:00,2025-06-11 13:30:00,-5.464447139780507,Stop Loss,0 days 00:00:00,73.29180651800864,29.03184412547626,4.0718311143562005,0.005668312305723,2025-06-11,380.5253526459605,True
SPXUSDTUSDT,1.6940465999999998,1.7432680054182836,2025-06-11 14:15:00,2025-06-11 14:15:00,10.16977069746942,Smart Trailing (Max 66%),0 days 00:00:00,81.05176298058464,32.676542980817906,2.997923164814045,0.003723184208971,2025-06-11,390.69512334342994,False
SPXUSDTUSDT,1.7135563499999995,1.68872177781945,2025-06-11 14:30:00,2025-06-11 14:30:00,-5.553651391144613,Stop Loss,0 days 00:00:00,83.05043833495793,35.15098897522669,3.1297453570086753,0.0218381408384912,2025-06-11,385.1414719522853,True
VIRTUALUSDTUSDT,2.2487237999999996,2.2161330459666,2025-06-11 14:45:00,2025-06-11 14:45:00,-5.430792692931446,Stop Loss,0 days 00:00:00,77.87045999082926,31.73878478882884,2.608717989853188,0.0059190031152648,2025-06-11,379.71067925935387,True
ENAUSDTUSDT,0.3717857999999999,0.3723431069142,2025-06-11 15:15:00,2025-06-11 15:15:00,0.3535074905359736,Smart Break-even,0 days 00:00:00,66.38666623304576,39.44519243852698,3.196441063772912,0.017491926803014,2025-06-11,380.0641867498898,False
LDOUSDTUSDT,0.9968981999999998,0.9983925504018,2025-06-11 15:45:00,2025-06-11 15:45:00,0.3537592385596939,Smart Break-even,0 days 00:00:00,66.4674171888463,34.59218138055436,2.874310173379351,0.0118438221419251,2025-06-11,380.4179459884495,False
FARTCOINUSDTUSDT,1.4719356,1.4506028373492,2025-06-11 16:45:00,2025-06-11 16:45:00,-5.3144216485615186,Stop Loss,0 days 00:00:00,66.1830732087052,35.94104888340308,3.730704847932372,0.0498776841533024,2025-06-11,375.103524339888,True
APTUSDTUSDT,5.2212093,5.1455383136151,2025-06-11 15:00:00,2025-06-11 17:45:00,-5.3106518930276385,Stop Loss,0 days 02:45:00,69.06179236258552,25.62987028198441,6.674704059355186,0.0059404043307464,2025-06-11,369.7928724468604,True
VIRTUALUSDTUSDT,2.31265575,2.2791384302152498,2025-06-11 17:30:00,2025-06-11 17:45:00,-5.196855226128288,Stop Loss,0 days 00:15:00,78.03742038947487,45.58296068255261,3.0400872922060693,0.0048888119754262,2025-06-11,364.59601722073205,True
AEROUSDTUSDT,0.6479237999999999,0.6385334403666,2025-06-12 20:45:00,2025-06-12 20:45:00,-4.968198025220156,Stop Loss,0 days 00:00:00,71.28833324139426,42.88770517056713,2.614694065647059,0.0378319950586783,2025-06-12,359.6278191955119,True
JTOUSDTUSDT,2.03911905,2.00956609760835,2025-06-13 21:00:00,2025-06-13 21:00:00,-4.854822339549088,Stop Loss,0 days 00:00:00,79.46475917486607,26.5057998163799,5.437087297470952,0.0072613089981356,2025-06-13,354.77299685596284,True
AEROUSDTUSDT,0.72005985,0.7356993601941317,2025-06-13 22:45:00,2025-06-13 22:45:00,6.718882287685375,Smart Trailing (Max 52%),0 days 00:00:00,81.97036893227548,31.265088928805287,2.602437867581694,0.0257051549256634,2025-06-13,361.4918791436482,False
AEROUSDTUSDT,0.75027495,0.7703395281855793,2025-06-13 23:15:00,2025-06-13 23:30:00,8.555254651239302,Smart Trailing (Max 62%),0 days 00:15:00,87.52111787644508,36.32073389717771,3.871240721274551,0.0281370849446593,2025-06-13,370.0471337948875,False
COMPUSDTUSDT,56.39818499999999,55.580806104794995,2025-06-13 23:45:00,2025-06-13 23:45:00,-5.067536398894738,Stop Loss,0 days 00:00:00,84.26490381156596,39.91460482547443,2.7313800081616053,0.0092264017033357,2025-06-13,364.97959739599276,True
VIRTUALUSDTUSDT,1.90985445,1.91271732182055,2025-06-14 00:00:00,2025-06-14 00:00:00,0.3300976544758823,Smart Break-even,0 days 00:00:00,71.1176708481856,28.60179970773816,3.675141509154325,0.0006287001624141,2025-06-14,365.30969505046863,False
VIRTUALUSDTUSDT,1.9233612,1.8954859261284,2025-06-14 00:30:00,2025-06-14 00:30:00,-4.955420241849398,Stop Loss,0 days 00:00:00,73.64241663612269,31.724771572974372,2.741007118226457,0.0063985850283515,2025-06-14,360.35427480861927,True
PAXGUSDTUSDT,3468.15321,3454.102085,2025-06-13 03:00:00,2025-06-14 03:00:00,-1.474902954854845,Time Stop (24h),1 days 00:00:00,85.50298087388093,51.6353857686784,4.244515196805797,0.0033377278641138,2025-06-14,358.8793718537644,True
TIAUSDTUSDT,1.83961935,1.81295774676045,2025-06-14 06:00:00,2025-06-14 07:00:00,-4.81422065579777,Stop Loss,0 days 01:00:00,66.85325850134193,42.3696405324198,4.901020797076155,0.0033177417600348,2025-06-14,354.06515119796666,True
OMUSDTUSDT,0.26867427,0.26478037380489,2025-06-14 06:15:00,2025-06-14 07:00:00,-4.810783645263214,Stop Loss,0 days 00:45:00,78.12972618771478,40.28029219573214,2.6696107990401927,0.0032769792209726,2025-06-14,349.25436755270346,True
ICPUSDTUSDT,5.693845499999999,5.7023805744045,2025-06-14 07:15:00,2025-06-14 08:15:00,0.3062788147520227,Smart Break-even,0 days 01:00:00,68.13921870390217,42.74417588727925,4.940072583672845,0.0096660808435851,2025-06-14,349.56064636745543,False
OMUSDTUSDT,0.274227045,0.270252672436815,2025-06-14 08:45:00,2025-06-14 09:00:00,-4.601137118682281,Stop Loss,0 days 00:15:00,77.25887630770931,49.91513298645602,4.5507835305225175,0.0004378603225569,2025-06-14,344.95950924877314,True
OMUSDTUSDT,0.280450155,0.276385590903585,2025-06-14 11:30:00,2025-06-14 12:00:00,-4.499350082210546,Stop Loss,0 days 00:30:00,73.41735929464555,52.11338356244078,3.0889777100570015,0.0126988656631233,2025-06-14,340.4601591665626,True
TRUMPUSDTUSDT,10.467231,10.482921379269,2025-06-14 13:45:00,2025-06-14 14:30:00,0.2930861846650644,Smart Break-even,0 days 00:45:00,79.25313803195047,28.55964582361101,3.1307788959113667,0.0077423054865226,2025-06-14,340.7532453512277,False
BCHUSDTUSDT,446.9333549999999,450.7385579887799,2025-06-15 05:45:00,2025-06-15 05:45:00,2.3516619942408026,Smart Trailing (Max 53%),0 days 00:00:00,82.72279170682863,44.720410901168215,5.255877296137261,0.0010745226209398,2025-06-15,343.10490734546846,False
BCHUSDTUSDT,450.575175,444.04498898872504,2025-06-15 06:00:00,2025-06-15 06:15:00,-4.447008450023785,Stop Loss,0 days 00:15:00,85.74603758165753,46.377409300628656,7.296234204722757,0.0029313139837001,2025-06-15,338.6578988954447,True
SPXUSDTUSDT,1.5257625,1.5280496179875,2025-06-15 06:15:00,2025-06-15 06:15:00,0.2960184228275537,Smart Break-even,0 days 00:00:00,73.79350863447358,30.115505818673427,3.85199905865761,0.0066233851400091,2025-06-15,338.95391731827226,False
SPXUSDTUSDT,1.5103548,1.4884652278836,2025-06-15 06:30:00,2025-06-15 06:45:00,-4.351795717516307,Stop Loss,0 days 00:15:00,67.43772851122462,31.740933149722927,2.768138207537745,0.0186154355746936,2025-06-15,334.60212160075594,True
BCHUSDTUSDT,447.333555,450.1834804216233,2025-06-15 12:45:00,2025-06-15 12:45:00,1.6662679449184572,Smart Trailing (Max 42%),0 days 00:00:00,69.99317411453522,36.503236709114475,4.746752833222242,0.0020129724893759,2025-06-15,336.2683895456744,False
BCHUSDTUSDT,450.3750749999999,451.05018723742495,2025-06-15 13:00:00,2025-06-15 13:00:00,0.285648379548223,Smart Break-even,0 days 00:00:00,75.13011479829677,38.58752179987663,4.135309629526023,0.0021548372764634,2025-06-15,336.5540379252226,False
BCHUSDTUSDT,456.5681699999999,461.0362547270876,2025-06-15 13:30:00,2025-06-15 14:45:00,2.657738844874533,Smart Trailing (Max 59%),0 days 01:15:00,81.07701518249254,42.15999156012032,4.927392090314501,0.0055439903582775,2025-06-15,339.2117767700971,False
FETUSDTUSDT,0.6907452,0.7003863330703055,2025-06-15 14:00:00,2025-06-15 15:00:00,3.8488679160791297,Smart Trailing (Max 37%),0 days 01:00:00,75.89013803785491,26.145962299648357,3.2171762570297178,0.0037653874004345,2025-06-15,343.06064468617626,False
JTOUSDTUSDT,2.18299095,2.18626325343405,2025-06-15 15:00:00,2025-06-15 15:45:00,0.2892339195415286,Smart Break-even,0 days 00:45:00,78.56736876309758,54.577925240064985,2.5630693329120193,0.0042621448212649,2025-06-15,343.3498786057178,False
TAOUSDTUSDT,372.416115,372.974366756385,2025-06-15 15:45:00,2025-06-15 17:00:00,0.294305926871926,Smart Break-even,0 days 01:15:00,65.77645661991784,28.04499390094944,3.0568836477725285,0.0068502350570853,2025-06-15,343.64418453258975,False
FETUSDTUSDT,0.69824895,0.68812922796765,2025-06-15 15:15:00,2025-06-15 18:15:00,-4.421282064779067,Stop Loss,0 days 03:00:00,73.92650327999961,35.539056193799254,3.746334102120926,0.0081673592205187,2025-06-15,339.2229024678107,True
BCHUSDTUSDT,466.903335,460.136504965845,2025-06-15 19:15:00,2025-06-15 19:30:00,-4.33281213055332,Stop Loss,0 days 00:15:00,71.96717784488675,54.20533412648522,2.565654383737098,0.0071356633166905,2025-06-15,334.89009033725733,True
LAUSDTUSDT,0.8754375,0.8868932891138359,2025-06-16 00:30:00,2025-06-16 00:30:00,3.556562513918984,Smart Trailing (Max 36%),0 days 00:00:00,75.10266930505328,42.97436363211149,8.827497321648188,0.0251428571428571,2025-06-16,338.44665285117634,False
SOLUSDTUSDT,154.05698999999998,156.4637411169483,2025-06-16 01:45:00,2025-06-16 01:45:00,4.34715121375562,Smart Trailing (Max 86%),0 days 00:00:00,66.61975388058828,28.463578391359864,4.115169554716279,0.0060397454214833,2025-06-16,342.7938040649319,False
JTOUSDTUSDT,2.2981485,2.3280099415578124,2025-06-16 02:00:00,2025-06-16 02:30:00,3.6664466859707545,Smart Trailing (Max 35%),0 days 00:30:00,70.39727070540877,28.263616018362143,6.316336810716364,0.0192868649048718,2025-06-16,346.4602507509027,False
HYPEUSDTUSDT,42.244111499999995,42.3074354231385,2025-06-16 02:15:00,2025-06-16 02:45:00,0.2928934960402785,Smart Break-even,0 days 00:30:00,69.63465804145189,29.656037809591435,3.4210863436407504,0.0020605859643306,2025-06-16,346.75314424694295,False
JTOUSDTUSDT,2.3979983999999996,2.3632442091888,2025-06-16 04:30:00,2025-06-16 04:45:00,-4.478545482421642,Stop Loss,0 days 00:15:00,76.91330915844648,36.526607169613385,2.584925760223461,0.0080106809078772,2025-06-16,342.27459876452133,True
SPXUSDTUSDT,1.5945969,1.5969872007531,2025-06-16 05:30:00,2025-06-16 05:45:00,0.2917309798768043,Smart Break-even,0 days 00:15:00,69.56567122299815,27.15808790652128,3.4276675420266227,0.0026977853064809,2025-06-16,342.56632974439816,False
NEIROUSDTUSDT,0.0004166081999999,0.0004172326956918,2025-06-16 05:45:00,2025-06-16 06:00:00,0.2915227047430595,Smart Break-even,0 days 00:15:00,70.92337401717795,36.43937318512516,2.8144630814728324,0.0129651860744298,2025-06-16,342.8578524491412,False
SPXUSDTUSDT,1.5953973,1.6192476192176928,2025-06-16 06:00:00,2025-06-16 06:15:00,4.220551367085547,Smart Trailing (Max 39%),0 days 00:15:00,68.69849409317264,31.04856740357298,2.8909650853090527,0.0215741611790529,2025-06-16,347.07840381622674,False
