,symbol,entry_price,exit_price,entry_time,exit_time,pnl,reason,duration,rsi,adx,volume_ratio,upper_wick_ratio,change_24h,atr_pct
0,FILUSDTUSDT,2.0800395000000003,2.0478144880462503,2025-11-17 17:00:00,2025-11-17 17:00:00,-7.992376874999984,LIQUIDATION,0 days 00:00:00,70.558524992004,21.960801388218666,3.652846871752051,0.15789473684210525,4.43169968717415,0
1,XPLUSDTUSDT,0.23391689999999998,0.23917734020564999,2025-11-17 20:15:00,2025-11-17 20:15:00,10.082917481071586,Trailing Stop (Stepped),0 days 00:00:00,62.922141604564544,14.599770031861814,3.9234117510812268,0.13333333333333242,2.3360287511230955,0
2,WLFIUSDTUSDT,0.14557274999999997,0.14346296413425,2025-11-18 16:45:00,2025-11-18 17:15:00,-7.61361590295834,Stop Loss,0 days 00:30:00,77.03672902270682,22.38387785264,4.013602497720547,0.0,4.185022026431726,0
3,TNSRUSDTUSDT,0.05164580999999999,0.050845687288575,2025-11-19 12:45:00,2025-11-19 12:45:00,-7.492363259458411,LIQUIDATION,0 days 00:00:00,86.23190654397092,40.68389790706208,21.668678443165753,0.07131537242472247,20.441254651780973,0
4,TNSRUSDTUSDT,0.13532762999999998,0.13323106669222498,2025-11-20 06:30:00,2025-11-20 06:30:00,-6.874823803543526,LIQUIDATION,0 days 00:00:00,90.28720109071789,31.234216625927633,4.42536062056622,0.0039049788480306283,167.69900179165597,0
5,DYMUSDTUSDT,0.09328662,0.10843809289047,2025-11-20 09:15:00,2025-11-20 09:15:00,63.86706633297473,Trailing Stop (Stepped),0 days 00:00:00,87.6557994487125,69.40896159695521,8.898126128923664,0.12085769980506714,14.566008316008313,0
6,DYMUSDTUSDT,0.107863905,0.1061928234517875,2025-11-20 09:30:00,2025-11-20 09:30:00,-11.396917568261193,LIQUIDATION,0 days 00:00:00,94.19077605961238,70.14480766750316,42.16804334605459,0.07064471879286717,21.311475409836074,0
7,BEATUSDTUSDT,0.577518615,0.5685714078571125,2025-11-20 12:15:00,2025-11-20 12:15:00,-10.457554909179558,LIQUIDATION,0 days 00:00:00,79.3675471116398,37.39680621653971,4.56713378823909,0.2919360326641685,16.26318134561117,0
8,DYMUSDTUSDT,0.13859926499999997,0.13645201588698747,2025-11-20 12:30:00,2025-11-20 12:30:00,-9.595616887065821,LIQUIDATION,0 days 00:00:00,82.77232539575955,63.18845176096979,4.133030841594703,0.025880661394680045,43.17328846900479,0
9,BEATUSDTUSDT,1.210655025,1.1918989520251877,2025-11-20 13:30:00,2025-11-20 13:30:00,-8.80472196827949,LIQUIDATION,0 days 00:00:00,96.32204187736977,52.92364613034119,9.739607920470368,0.19828190428265874,37.16834544426529,0
10,PIEVERSEUSDTUSDT,0.38699339999999993,0.5720770569807,2025-11-20 18:45:00,2025-11-20 18:45:00,241.34886148146387,Trailing Stop (Stepped),0 days 00:00:00,91.28765222812409,42.54002861616801,4.4135940475282815,0.20608108108108078,3.802281368821296,0
11,PORT3USDTUSDT,0.040490235,0.039903410024145,2025-11-21 05:15:00,2025-11-21 05:15:00,-25.639146813894744,Stop Loss,0 days 00:00:00,69.10502648684246,28.362226550847065,7.732764135394403,0.07239819004524894,9.062410943288672,0
12,DYMUSDTUSDT,0.164812365,0.1622590094352375,2025-11-21 06:30:00,2025-11-21 06:30:00,-25.230823834656757,LIQUIDATION,0 days 00:00:00,69.54448639010302,13.679977796952153,3.5022065071819757,0.01644100580270736,63.40180973343115,0
13,DYMUSDTUSDT,0.193766835,0.19076490230876253,2025-11-21 06:45:00,2025-11-21 06:45:00,-23.151235768305256,LIQUIDATION,0 days 00:00:00,78.87434087631398,17.514842617099628,8.863577071632626,0.10400829302004087,99.39445319123168,0
14,TRUSTUSDTUSDT,0.14117055,0.138983465254125,2025-11-21 13:00:00,2025-11-21 13:00:00,-21.24305258964445,LIQUIDATION,0 days 00:00:00,88.7289943252407,60.86223561591873,4.549010354913934,0.16911764705882326,11.35371179039301,0
15,TRUSTUSDTUSDT,0.156078,0.153659961585,2025-11-21 13:30:00,2025-11-21 13:30:00,-19.492146675996835,LIQUIDATION,0 days 00:00:00,91.72946363743168,64.59186975739871,3.7930345415023567,0.03389830508474672,26.136363636363647,0
16,MMTUSDTUSDT,0.3249624,0.3790415052396,2025-11-21 14:15:00,2025-11-21 14:15:00,185.55308890614685,Trailing Stop (Stepped),0 days 00:00:00,87.67847703823062,43.72485534413313,5.954287670246057,0.17288135593220522,6.726943942133796,0
17,PARTIUSDTUSDT,0.09920957999999999,0.09767257558185,2025-11-21 19:15:00,2025-11-21 19:15:00,-32.670965466196606,LIQUIDATION,0 days 00:00:00,88.11612654841832,41.440179529280634,11.237485575786044,0.10628019323671478,36.957631444614606,0
18,PIPPINUSDTUSDT,0.024132059999999997,0.02375819406045,2025-11-22 14:45:00,2025-11-22 14:45:00,-29.97814218206919,LIQUIDATION,0 days 00:00:00,85.42159662668723,35.89124042794429,7.680835047983206,0.2637362637362603,7.050691244239632,0
19,PIPPINUSDTUSDT,0.02571285,0.025314493671375,2025-11-22 16:15:00,2025-11-22 16:15:00,-27.507268177250467,LIQUIDATION,0 days 00:00:00,91.69078108315529,35.93971180490519,3.9223921793955805,0.17500000000000107,15.775034293552803,0
20,PIPPINUSDTUSDT,0.029224604999999997,0.028771842807037498,2025-11-22 20:15:00,2025-11-22 20:15:00,-25.240049832966413,LIQUIDATION,0 days 00:00:00,85.67345433358271,21.536422861723928,4.417038229175208,0.12355212355212394,21.988089784699966,0
21,PIPPINUSDTUSDT,0.031345664999999995,0.030860042284987496,2025-11-22 20:30:00,2025-11-22 20:30:00,-23.159701336590647,LIQUIDATION,0 days 00:00:00,89.8580947765421,26.37774558781424,5.780280633388717,0.08018867924528478,35.26145303100415,0
22,PIPPINUSDTUSDT,0.05368683,0.072280001929995,2025-11-23 05:30:00,2025-11-23 05:30:00,459.5264397787686,Trailing Stop (Stepped),0 days 00:00:00,75.1566488909034,43.84490157641422,3.625283650613101,0.20861900097943184,96.20767494356659,0
23,TNSRUSDTUSDT,0.12847420499999998,0.12648381837903747,2025-11-23 10:15:00,2025-11-23 10:15:00,-57.92480481109232,LIQUIDATION,0 days 00:00:00,83.38123846885851,35.860176084034165,4.115673921390288,0.24838362068965525,3.711749149981113,0
24,DYMUSDTUSDT,0.12479236499999999,0.1228590192852375,2025-11-23 11:45:00,2025-11-23 11:45:00,-53.15049646427435,LIQUIDATION,0 days 00:00:00,78.27020410236393,48.82988367530601,3.7060509036511506,0.2314285714285707,15.586965056929728,0
25,1000RATSUSDTUSDT,0.03937968,0.03876959030760001,2025-11-23 14:00:00,2025-11-23 14:00:00,-48.769698639673166,LIQUIDATION,0 days 00:00:00,69.48662139805921,25.104715054545895,13.638760185228943,0.2400000000000019,26.650943396226403,0
26,PARTIUSDTUSDT,0.09283639499999999,0.09715110571221748,2025-11-23 19:00:00,2025-11-23 19:00:00,128.64805102021128,Trailing Stop (Stepped),0 days 00:00:00,78.01935851503512,59.788430410751126,3.569485014276976,0.06220095693779812,23.815113719735866,0
27,BANANAS31USDTUSDT,0.0038069024999999998,0.00374792406301875,2025-11-24 06:30:00,2025-11-24 06:30:00,-54.92019525502001,LIQUIDATION,0 days 00:00:00,74.883422084546,21.38198375848226,4.280355298989894,0.24791086350974964,44.425817267393114,0
