symbol,entry_price,exit_price,entry_time,exit_time,pnl,reason,duration,rsi,adx,volume_ratio,upper_wick_ratio
MOODENGUSDTUSDT,0.30851418,0.31623763750143397,2025-05-22 22:15:00,2025-05-22 22:15:00,9.840600548836598,Smart Trailing (Max 58%),0 days 00:00:00,79.12064910605976,33.27546059954905,2.756982301030444,0.010507199377351034
NEIROUSDTUSDT,0.0006116056499999999,0.0006125224468693499,2025-05-22 23:15:00,2025-05-22 23:15:00,0.4140487821006884,Smart Break-even,0 days 00:00:00,77.37737703261341,29.69318194460049,2.523733060094584,0.000654236179260729
BIOUSDTUSDT,0.101520735,0.101672914581765,2025-05-22 23:45:00,2025-05-22 23:45:00,0.41434364420520414,Smart Break-even,0 days 00:00:00,69.98177594635526,27.280338156842664,3.889142791855174,0.0048299655002464695
CHILLGUYUSDTUSDT,0.108644295,0.10706971323256502,2025-05-23 00:00:00,2025-05-23 00:00:00,-6.2245634677226,Stop Loss,0 days 00:00:00,79.83444813890151,27.810167193366645,2.787516251351059,0.016488577745025792
BIOUSDTUSDT,0.100740345,0.09928031517991501,2025-05-23 00:15:00,2025-05-23 00:30:00,-6.086862753232509,Stop Loss,0 days 00:15:00,65.11906751986818,28.248137137700688,2.5097274697066374,0.0017866004962779115
PNUTUSDTUSDT,0.38709345,0.38148330462915003,2025-05-23 00:30:00,2025-05-23 00:30:00,-6.082517166916244,Stop Loss,0 days 00:00:00,70.08627405443525,29.843516982220667,2.9322464123686656,0.01494235044723646
USUALUSDTUSDT,0.15717854999999997,0.16020583507079442,2025-05-23 00:45:00,2025-05-23 00:45:00,7.279184051437697,Smart Trailing (Max 47%),0 days 00:00:00,73.9443302285907,37.78975601528214,2.533368719026438,0.003184713375796181
USUALUSDTUSDT,0.16018005,0.15785856053535,2025-05-23 01:00:00,2025-05-23 01:00:00,-5.9693309099901635,Stop Loss,0 days 00:00:00,78.40952341676895,38.967617145037494,4.260001167704749,0.004369538077403111
NEIROUSDTUSDT,0.0006651324,0.0006554926361267999,2025-05-23 01:15:00,2025-05-23 01:15:00,-5.837276487925722,Stop Loss,0 days 00:00:00,82.45013209134974,49.442438838858436,2.739892585240281,0.008422319145736244
VIRTUALUSDTUSDT,2.09094495,2.1315818638782513,2025-05-23 01:45:00,2025-05-23 02:00:00,7.208618891601001,Smart Trailing (Max 48%),0 days 00:15:00,70.13866128617397,26.915342775509494,2.641826443092356,0.010575680719720537
JUPUSDTUSDT,0.61880925,0.6302455284575084,2025-05-23 02:15:00,2025-05-23 02:30:00,7.025754308410164,Smart Trailing (Max 46%),0 days 00:15:00,76.41151404196124,33.38439614513612,2.864365646884612,0.001617076326002589
EIGENUSDTUSDT,1.6948469999999998,1.6702835824289999,2025-05-23 02:30:00,2025-05-23 02:30:00,-5.854209405245259,Stop Loss,0 days 00:00:00,79.54806555892094,29.087856792839904,3.7138428990832724,0.0043688747195655174
PIPPINUSDTUSDT,0.036708344999999996,0.03742379874,2025-05-23 02:45:00,2025-05-23 02:45:00,7.441226933992991,Smart Trailing (Max 105%),0 days 00:00:00,80.39976870892558,33.89026436320663,2.7871046991805803,0.011719814663396015
PIPPINUSDTUSDT,0.03694846499999999,0.03641297089675499,2025-05-23 03:00:00,2025-05-23 03:00:00,-6.030219614619275,Stop Loss,0 days 00:00:00,81.02657344999196,34.96885795235081,2.9805479506358625,0.015167930660888352
INJUSDTUSDT,14.5482705,14.76177774751607,2025-05-23 03:15:00,2025-05-23 03:45:00,5.575211124175757,Smart Trailing (Max 39%),0 days 00:30:00,70.99057314280518,34.933532752017676,3.106862446461875,0.008116659788141444
FETUSDTUSDT,0.9408702,0.9422805644298,2025-05-23 04:00:00,2025-05-23 04:00:00,0.40047673995805594,Smart Break-even,0 days 00:00:00,79.59590560929239,36.07433847797973,7.105328921106124,0.014355593364525687
VIRTUALUSDTUSDT,2.2101045,2.1780734554815,2025-05-23 04:15:00,2025-05-23 04:15:00,-6.016245018062658,Stop Loss,0 days 00:00:00,77.13131150668428,45.97510285296956,2.637800091254867,0.020052507695093147
LAYERUSDTUSDT,1.0798396499999998,1.06418953395255,2025-05-23 06:45:00,2025-05-23 06:45:00,-5.883152755154469,Stop Loss,0 days 00:00:00,79.48870594381697,37.164418772498884,6.950372521336839,0.002501853224610959
LAYERUSDTUSDT,1.0591293,1.0741845022161551,2025-05-23 07:00:00,2025-05-23 07:15:00,5.26231994238144,Smart Trailing (Max 38%),0 days 00:15:00,65.77002838645973,38.62139186171891,5.9266471011886,0.020591291206196318
LAYERUSDTUSDT,1.10665305,1.10831192292195,2025-05-23 08:00:00,2025-05-23 08:00:00,0.3904574870565657,Smart Break-even,0 days 00:00:00,73.17571786354789,45.25453225356883,3.843423239906891,0.0057881884778874775
LAYERUSDTUSDT,1.10625285,1.10791112302215,2025-05-23 08:15:00,2025-05-23 08:30:00,0.39073554877617767,Smart Break-even,0 days 00:15:00,73.08477809174218,48.49335135871017,2.7807636138002487,0.009589288945178366
SOLUSDTUSDT,186.17304000000001,186.45211338696004,2025-05-23 08:45:00,2025-05-23 08:45:00,0.391013808515698,Smart Break-even,0 days 00:00:00,71.1459366035253,25.087861359905325,2.5169470163420193,0.002525795356835763
TIAUSDTUSDT,3.0379182,2.9938896515274003,2025-05-23 09:15:00,2025-05-23 09:15:00,-5.8698924857182755,Stop Loss,0 days 00:00:00,72.68381546646128,28.239640358569698,2.521194444353616,0.010340171897125053
JUPUSDTUSDT,0.6256126499999999,0.6165456458635499,2025-05-23 11:00:00,2025-05-23 11:30:00,-5.740037855195995,Stop Loss,0 days 00:30:00,66.34169968059562,31.029737058666633,2.8202983408159037,0.006876699184391623
AAVEUSDTUSDT,267.623745,268.02491299375504,2025-05-24 13:30:00,2025-05-24 15:00:00,0.373637237232998,Smart Break-even,0 days 01:30:00,67.45376551723146,34.58283415838964,3.2329940012508405,0.000822522152016938
OMUSDTUSDT,0.41062520999999996,0.41124073718979,2025-05-24 13:15:00,2025-05-24 15:15:00,0.373904178175457,Smart Break-even,0 days 02:00:00,75.4128302114754,43.828737750688916,4.081148907639157,0.010793032038007175
AAVEUSDTUSDT,272.146005,268.201792949535,2025-05-24 16:00:00,2025-05-24 16:00:00,-5.621047635575237,Stop Loss,0 days 00:00:00,70.35649561745409,25.218829766097418,3.8906666042515816,0.006948273960516107
NEIROUSDTUSDT,0.0005318658,0.0005388040403718614,2025-05-25 22:15:00,2025-05-25 22:15:00,4.599084788319024,Smart Trailing (Max 35%),0 days 00:00:00,70.31798566345114,33.592923601639235,7.077156676290642,0.015054572826496006
NEIROUSDTUSDT,0.0005514755999999999,0.0005434830641292,2025-05-25 22:45:00,2025-05-25 22:45:00,-5.587240211366264,Stop Loss,0 days 00:00:00,78.78031915295536,36.6693722124043,3.9799079735856377,0.0019956458635705387
NEIROUSDTUSDT,0.0005583790499999999,0.0005677732440052209,2025-05-25 23:00:00,2025-05-25 23:00:00,5.948497500735393,Smart Trailing (Max 43%),0 days 00:00:00,80.90983597330877,38.620293789123274,3.190622848751324,0.0035829451809386245
NEIROUSDTUSDT,0.0005632815,0.0005551178612204999,2025-05-25 23:15:00,2025-05-25 23:15:00,-5.587084546643057,Stop Loss,0 days 00:00:00,82.3215940594142,41.31404826142568,3.2376584663586816,0.012966252220248694
NEIROUSDTUSDT,0.000550275,0.000569669481972616,2025-05-25 23:30:00,2025-05-25 23:30:00,12.660887683127083,Smart Trailing (Max 78%),0 days 00:00:00,68.57073027577636,41.977200332178846,2.881441457323834,0.02636363636363631
NEIROUSDTUSDT,0.0005702849999999999,0.000562019859495,2025-05-25 23:45:00,2025-05-25 23:45:00,-5.730632755188745,Stop Loss,0 days 00:00:00,75.3848026951224,44.71598268484582,2.7132354665259815,0.0031584488506754436
WIFUSDTUSDT,1.1762878499999998,1.15923991018995,2025-05-26 01:00:00,2025-05-26 01:00:00,-5.603858849040657,Stop Loss,0 days 00:00:00,82.20164175227724,40.49738557263694,4.298461742375114,0.038526960367409525
JUPUSDTUSDT,0.58139055,0.5980803598719675,2025-05-26 05:45:00,2025-05-26 05:45:00,10.309191156234132,Smart Trailing (Max 65%),0 days 00:00:00,77.19917218615562,54.43775699056841,3.0047056791625653,0.0015487867836861333
UNIUSDTUSDT,6.401198999999999,6.410794397300999,2025-05-26 06:15:00,2025-05-26 06:30:00,0.37920364709450166,Smart Break-even,0 days 00:15:00,76.05505325770623,46.76615418428147,4.235162840188354,0.0018758793184304465
TAOUSDTUSDT,452.696235,459.5570742797216,2025-05-26 06:45:00,2025-05-26 06:45:00,5.564274399523464,Smart Trailing (Max 84%),0 days 00:00:00,73.53691764103975,48.31982149699462,2.956939819893443,0.0053929802846786265
UNIUSDTUSDT,6.507251999999999,6.5682814064532495,2025-05-26 07:00:00,2025-05-26 07:00:00,3.439073557640315,Smart Trailing (Max 57%),0 days 00:00:00,76.74480485211139,49.64018955954538,3.1239134435102485,0.0016910069177555912
JUPUSDTUSDT,0.5954976,0.6156647721218752,2025-05-26 06:00:00,2025-05-26 07:15:00,12.677333785964105,Smart Trailing (Max 75%),0 days 01:15:00,83.45270803264093,55.73359535381717,10.49080355607563,0.008736559139785103
UNIUSDTUSDT,6.5402685,6.550072362481501,2025-05-26 07:15:00,2025-05-26 07:15:00,0.3914956672045653,Smart Break-even,0 days 00:00:00,78.44708582295624,51.80722513937726,2.593967566328976,0.006884944920440762
ENAUSDTUSDT,0.38969475,0.39027890243025,2025-05-26 07:30:00,2025-05-26 08:00:00,0.4098532608151412,Smart Break-even,0 days 00:30:00,70.06320179526489,43.87447664556671,2.9022755417260946,0.006161745827984629
AIXBTUSDTUSDT,0.21348668999999998,0.21380670654831,2025-05-26 08:00:00,2025-05-26 08:00:00,0.40926825766273345,Smart Break-even,0 days 00:00:00,78.26507912164438,56.26159698061431,4.0348569942318795,0.0007498008341533974
KAITOUSDTUSDT,1.9916953499999999,1.9628297092924498,2025-05-26 07:45:00,2025-05-26 08:15:00,-6.148331521964099,Stop Loss,0 days 00:30:00,70.18590394555282,34.76463126591697,5.607955923634893,0.013713769025970704
AIXBTUSDTUSDT,0.21322655999999998,0.21354618661344,2025-05-26 08:15:00,2025-05-26 08:15:00,0.41014419566627175,Smart Break-even,0 days 00:00:00,77.17182678521262,57.08984607986492,4.402404133683034,0.013704416388980045
AIXBTUSDTUSDT,0.21126557999999998,0.20820370794905999,2025-05-26 08:30:00,2025-05-26 08:30:00,-6.02985155022065,Stop Loss,0 days 00:00:00,70.73318480655081,57.800617094108816,3.307501091885768,0.021842130199943157
KAITOUSDTUSDT,2.07853875,2.04841448789625,2025-05-26 22:15:00,2025-05-26 22:30:00,-5.896458281593861,Stop Loss,0 days 00:15:00,70.52579281145917,32.87554858236022,2.919225038525195,0.0036104558802290665
TRBUSDTUSDT,33.730857,33.781419554643,2025-05-27 00:15:00,2025-05-27 00:30:00,0.38409335330940664,Smart Break-even,0 days 00:15:00,68.75924720971022,27.08271195977093,4.7615534543460125,0.005250200219499884
KAITOUSDTUSDT,2.1066528,2.0761210809696,2025-05-27 03:15:00,2025-05-27 03:30:00,-5.770122188771088,Stop Loss,0 days 00:15:00,70.02310553072918,27.347028102385906,2.8038411425457483,0.0049871758335707965
TRBUSDTUSDT,35.9849835,36.62887767158137,2025-05-27 04:15:00,2025-05-27 04:15:00,6.540971117072049,Smart Trailing (Max 45%),0 days 00:00:00,79.65466840747717,30.459171553057242,3.1651024570947386,0.0026413100898045115
TRBUSDTUSDT,37.7898855,37.2421966894485,2025-05-27 05:00:00,2025-05-27 05:00:00,-5.766209311052204,Stop Loss,0 days 00:00:00,87.75152546478971,41.59516789781544,3.228819742583503,0.002118195297606394
TRBUSDTUSDT,37.267624500000004,36.7275048181215,2025-05-27 05:15:00,2025-05-27 05:15:00,-5.638648375068716,Stop Loss,0 days 00:00:00,77.78247288925795,43.28089564437102,2.550436650526331,0.016107382550335607
VIRTUALUSDTUSDT,2.32105995,2.3605148802752445,2025-05-27 08:00:00,2025-05-27 08:00:00,6.067449458968605,Smart Trailing (Max 43%),0 days 00:00:00,76.95258989002728,29.045842680555126,4.148424888702069,0.0026294236820552583
CAKEUSDTUSDT,2.78569215,2.94055548675,2025-05-27 08:15:00,2025-05-27 08:30:00,20.723485302907346,Smart Trailing (Max 118%),0 days 00:15:00,79.73578112501197,48.88954450027186,3.0822951089608472,0.019504310344827594
AAVEUSDTUSDT,276.968415,277.383590654085,2025-05-27 08:30:00,2025-05-27 08:30:00,0.37542187965878376,Smart Break-even,0 days 00:00:00,71.08454895822037,25.100407187851456,2.9569702294692877,0.004407514450866945
TRBUSDTUSDT,41.246612999999996,42.15285519561165,2025-05-27 08:45:00,2025-05-27 08:45:00,8.711875912106578,Smart Trailing (Max 53%),0 days 00:00:00,86.73042884803533,48.86406978692161,5.84774308003509,0.011743012422360291
BANANAS31USDTUSDT,0.006845421,0.006879216858116795,2025-05-27 09:45:00,2025-05-27 09:45:00,1.8541155371466147,Smart Trailing (Max 35%),0 days 00:00:00,73.2006530143297,50.05163709090382,3.473198613366317,0.03756211634025143
AIXBTUSDTUSDT,0.22011,0.22688252648913498,2025-05-27 12:45:00,2025-05-27 13:15:00,12.720319642817978,Smart Trailing (Max 69%),0 days 00:30:00,72.38996916599837,35.2942137968402,4.08460857401964,0.016499999999999973
QNTUSDTUSDT,111.30562499999999,109.692472576875,2025-05-27 13:15:00,2025-05-27 13:30:00,-6.296390337655213,Stop Loss,0 days 00:15:00,75.87387497817782,58.00935232405497,2.6517410516267375,0.004404890327220507
ETHFIUSDTUSDT,1.4220106499999998,1.4241422439643499,2025-05-27 13:30:00,2025-05-27 13:45:00,0.4372639962685254,Smart Break-even,0 days 00:15:00,76.99498417737558,53.44699546278411,2.9202150368364777,0.016253869969040175
PNUTUSDTUSDT,0.341740785,0.336787935802995,2025-05-27 13:45:00,2025-05-27 13:45:00,-6.424733669321372,Stop Loss,0 days 00:00:00,68.36866875717394,42.00800688582997,3.039163582960323,0.021752495828087925
AIXBTUSDTUSDT,0.23052520499999998,0.22718420320393498,2025-05-27 14:15:00,2025-05-27 14:15:00,-6.291965803517044,Stop Loss,0 days 00:00:00,76.14159285424715,54.85910869341383,2.649817302950152,0.017619998264039493
SUIUSDTUSDT,3.65352585,3.6793695456982887,2025-05-27 14:45:00,2025-05-27 15:15:00,2.6975158806403106,Smart Trailing (Max 46%),0 days 00:30:00,69.98407256998073,40.347464910851194,3.452876645577946,0.000547705115565719
TRBUSDTUSDT,48.1830795,49.40021693036117,2025-05-27 16:00:00,2025-05-27 16:00:00,10.249043045477675,Smart Trailing (Max 59%),0 days 00:00:00,82.80945573007237,55.49600349448858,4.18480179735119,0.037805966740714556
JUPUSDTUSDT,0.6427211999999999,0.6334062416484,2025-05-28 00:30:00,2025-05-28 00:30:00,-6.4211133999091325,Stop Loss,0 days 00:00:00,69.28729481113518,26.07848774710606,2.8697742486703874,0.00217966682235726
SPXUSDTUSDT,1.00760355,0.9930003517498501,2025-05-28 05:30:00,2025-05-28 06:00:00,-6.279064578722815,Stop Loss,0 days 00:30:00,76.6376362899129,36.06613168705028,3.8352660074551865,0.005360865680531965
UNIUSDTUSDT,6.926461499999999,6.936844265788499,2025-05-28 09:00:00,2025-05-28 09:00:00,0.40901620167759517,Smart Break-even,0 days 00:00:00,72.93153423763383,49.23070306043622,4.4665417161809104,0.01025715111239535
TONUSDTUSDT,3.11925885,3.07405143148695,2025-05-28 09:30:00,2025-05-28 09:30:00,-6.144530855668459,Stop Loss,0 days 00:00:00,82.39609302769365,34.71243502682558,6.867856681044449,0.003945216024633465
TONUSDTUSDT,3.1665825,3.2979314988917436,2025-05-28 10:45:00,2025-05-28 10:45:00,16.42268014304331,Smart Trailing (Max 90%),0 days 00:00:00,74.5349359133399,39.66615025080848,3.3814224669409843,0.0030331753554501835
TONUSDTUSDT,3.2586285,3.3624692911224483,2025-05-28 11:00:00,2025-05-28 11:00:00,13.29664338098978,Smart Trailing (Max 71%),0 days 00:00:00,81.08160409938424,42.10227107453642,5.9492969907292155,0.015935887988209232
TONUSDTUSDT,3.35677755,3.435821798165865,2025-05-28 11:15:00,2025-05-28 12:00:00,10.200780302508123,Smart Trailing (Max 56%),0 days 00:45:00,85.35628198892029,45.619898103349534,3.780940733075907,0.005871308079754367
TONUSDTUSDT,3.5723853,3.656406612434645,2025-05-28 12:30:00,2025-05-28 12:30:00,10.508893642992359,Smart Trailing (Max 55%),0 days 00:00:00,86.63197878812188,57.88166315817488,3.933115763483474,0.002324474192735373
TONUSDTUSDT,3.6580281,3.6050122987467,2025-05-28 12:45:00,2025-05-28 12:45:00,-7.064853826775561,Stop Loss,0 days 00:00:00,88.53095275280567,59.836888966960835,3.5644479298678884,0.004184672610907464
SPXUSDTUSDT,1.04062005,1.02553834361535,2025-05-28 13:45:00,2025-05-28 13:45:00,-6.908564084569582,Stop Loss,0 days 00:00:00,71.85891837879572,29.18985559161855,6.088828414080853,0.017879457848697444
UNIUSDTUSDT,7.103549999999999,7.11419822145,2025-05-29 00:30:00,2025-05-29 00:30:00,0.44937925513406285,Smart Break-even,0 days 00:00:00,80.3375583662597,28.936209471593834,5.642332224765842,0.0002816901408451645
UNIUSDTUSDT,7.085540999999999,7.215100813153988,2025-05-29 00:45:00,2025-05-29 00:45:00,8.007844148936744,Smart Trailing (Max 99%),0 days 00:00:00,77.93194435532826,34.704313980379645,5.74596235127637,0.016659607510941612
UNIUSDTUSDT,7.218607499999999,7.113988221502499,2025-05-29 01:00:00,2025-05-29 01:30:00,-6.917507237732266,Stop Loss,0 days 00:30:00,82.00379733848287,37.61228339590961,2.7392747451151864,0.0015246015246015415
NEARUSDTUSDT,2.927463,2.8850352787410003,2025-05-29 01:15:00,2025-05-29 01:30:00,-6.912568630437521,Stop Loss,0 days 00:15:00,70.81960461994305,35.5301887179527,2.6878693391782633,0.00444292549555704
ARBUSDTUSDT,0.42851415,0.4359719764923874,2025-05-29 02:00:00,2025-05-29 02:15:00,7.4539923721006325,Smart Trailing (Max 44%),0 days 00:15:00,73.2377076221124,41.097557140841744,5.837727335494645,0.005137786081270387
UNIUSDTUSDT,7.285641,7.382067145064185,2025-05-29 02:15:00,2025-05-29 02:15:00,5.611660354726887,Smart Trailing (Max 75%),0 days 00:00:00,77.75073965024494,48.88700960431023,2.9430022876778366,0.007416563658838109
BCHUSDTUSDT,424.79229,427.1233908399369,2025-05-29 00:00:00,2025-05-29 02:30:00,2.24723576166099,Smart Trailing (Max 38%),0 days 02:30:00,77.93986498185129,38.6365019633347,6.248618104050649,0.006877384709595403
ENSUSDTUSDT,24.918452999999996,25.20119398487715,2025-05-29 02:30:00,2025-05-29 02:30:00,4.978447139066276,Smart Trailing (Max 32%),0 days 00:00:00,79.37663274496924,48.03812863607799,2.9187434306767597,0.00016059742241142393
UNIUSDTUSDT,7.4827395,7.548154104012782,2025-05-29 02:45:00,2025-05-29 02:45:00,3.8652870515205695,Smart Trailing (Max 54%),0 days 00:00:00,83.92620845799705,51.69775453168491,2.88829856584395,0.008825889275207253
SPXUSDTUSDT,1.1211602999999999,1.1049113237721,2025-05-29 03:00:00,2025-05-29 03:00:00,-7.109336333051999,Stop Loss,0 days 00:00:00,72.08927439807933,45.59191944271051,4.077121507636499,0.004550321199143364
1000PEPEUSDTUSDT,0.014923257899999999,0.0149456278635921,2025-05-29 03:15:00,2025-05-29 03:15:00,0.46309983070522254,Smart Break-even,0 days 00:00:00,80.1403372791363,45.86900716253364,3.7625808506357226,0.013502188909969823
UNIUSDTUSDT,7.413704999999999,7.499253742449935,2025-05-29 03:45:00,2025-05-29 03:45:00,5.122212160013121,Smart Trailing (Max 67%),0 days 00:00:00,66.2952310725084,58.96773770766571,3.237751672463564,0.030904183535762495
TRBUSDTUSDT,53.080527,52.311230922189,2025-05-29 05:45:00,2025-05-29 05:45:00,-7.06170403692823,Stop Loss,0 days 00:00:00,82.1536220626085,34.26961397973562,4.340710288197571,0.004128180961357233
TRBUSDTUSDT,55.193583,57.09427891211488,2025-05-29 07:30:00,2025-05-29 07:30:00,15.630299743597297,Smart Trailing (Max 76%),0 days 00:00:00,73.10972028904544,43.40481435109369,3.7460254614197064,0.00509436356714224
TRBUSDTUSDT,57.130551,58.74384176664972,2025-05-29 07:45:00,2025-05-29 07:45:00,13.385503714856334,Smart Trailing (Max 64%),0 days 00:00:00,77.48764407538904,46.125782318376935,3.5649295961468854,0.0034674792476620856
TRBUSDTUSDT,58.324147499999995,58.411575397102496,2025-05-29 08:00:00,2025-05-29 08:00:00,0.5007032183689442,Smart Break-even,0 days 00:00:00,79.72496014370448,49.392304619619374,4.124351156938734,0.011630500042885277
TRBUSDTUSDT,58.176073499999994,57.3329276667645,2025-05-29 08:15:00,2025-05-29 08:15:00,-7.521918110289424,Stop Loss,0 days 00:00:00,78.7180442492934,51.226527505270376,2.6719636544899874,0.020825809558203897
SPXUSDTUSDT,1.1801898,1.1630853092286,2025-05-29 08:30:00,2025-05-29 08:30:00,-7.3555171243416915,Stop Loss,0 days 00:00:00,77.95414901899787,54.3957056915879,2.815687328334066,0.0048337856173677396
TRBUSDTUSDT,61.4136915,63.01984125667975,2025-05-29 08:45:00,2025-05-29 08:45:00,12.306520155697353,Smart Trailing (Max 61%),0 days 00:00:00,83.30834334242748,52.07365242416221,2.82280299758435,0.003208939421087826
TRBUSDTUSDT,62.567268,61.660480584876,2025-05-29 09:00:00,2025-05-29 09:00:00,-7.451122823001212,Stop Loss,0 days 00:00:00,84.97806466234745,59.528894012045626,2.7014032328176647,0.011801579940512355
SPXUSDTUSDT,1.21550745,1.19789110052715,2025-05-29 10:00:00,2025-05-29 10:00:00,-7.286287980879188,Stop Loss,0 days 00:00:00,80.11956511287883,54.74857473759971,2.768086962460756,0.00428054000658534
TRBUSDTUSDT,66.97647149999999,67.07686923077848,2025-05-30 04:45:00,2025-05-30 04:45:00,0.4746264028509587,Smart Break-even,0 days 00:00:00,70.54145567991635,26.09083018719586,3.2224274800625032,0.00905166619366994
ZENUSDTUSDT,10.217106,10.069029482742,2025-05-30 09:30:00,2025-05-30 09:30:00,-7.130173732168288,Stop Loss,0 days 00:00:00,65.98314376754884,40.19624970530806,5.0695521112075,0.08284371327849589
NMRUSDTUSDT,10.1940945,10.046351488411501,2025-05-30 10:30:00,2025-05-30 10:30:00,-6.972438973345591,Stop Loss,0 days 00:00:00,71.83152926052429,49.40165940786238,4.42853250350425,0.0858684985279686
NMRUSDTUSDT,11.3646795,11.1999712000065,2025-05-30 11:30:00,2025-05-30 11:30:00,-6.818193646207858,Stop Loss,0 days 00:00:00,80.35161267936319,57.72189639992488,2.8620699104203795,0.016288078887127903
TAOUSDTUSDT,422.941365,429.7142415017896,2025-05-31 18:15:00,2025-05-31 18:15:00,6.898710018012335,Smart Trailing (Max 88%),0 days 00:00:00,68.21770522427364,29.131125430232938,4.7331009357218,0.004920631165574604
TAOUSDTUSDT,429.944865,430.58935235263505,2025-05-31 18:30:00,2025-05-31 18:30:00,0.45365586934179847,Smart Break-even,0 days 00:00:00,73.60656925932956,30.998723704337603,3.1430325130791705,0.0016290056084337006
TAOUSDTUSDT,429.004395,429.647472588105,2025-05-31 18:45:00,2025-05-31 18:45:00,0.4539789373717978,Smart Break-even,0 days 00:00:00,71.80566942142916,32.952244132561546,3.569016212869127,0.012616898714988615
NEIROUSDTUSDT,0.00047933955,0.00047239248190185,2025-05-31 19:00:00,2025-05-31 19:00:00,-6.819992892856656,Stop Loss,0 days 00:00:00,73.47686232732985,49.824159276327826,4.134980156720289,0.018363939899833048
UNIUSDTUSDT,6.2581275,6.2675084331225,2025-06-01 04:45:00,2025-06-01 04:45:00,0.444252094166536,Smart Break-even,0 days 00:00:00,70.44359239501176,28.982288334546087,6.928759623156528,0.0004796163069544546
ZENUSDTUSDT,10.833414,10.676405330898,2025-06-01 06:00:00,2025-06-01 06:00:00,-6.673869370224116,Stop Loss,0 days 00:00:00,83.11053698161349,49.49958513298434,9.487514674961094,0.03483644428017009
ZENUSDTUSDT,10.779386999999998,10.623161344208999,2025-06-01 06:15:00,2025-06-01 06:15:00,-6.526229044045582,Stop Loss,0 days 00:00:00,81.3315112314157,50.73487538118804,3.916755797470063,0.04157001020692219
SOONUSDTUSDT,0.30087035999999995,0.29650984587252,2025-06-01 14:15:00,2025-06-01 14:15:00,-6.381854839018784,Stop Loss,0 days 00:00:00,79.14670146887207,37.881565267630386,8.292559433101621,0.012636339451981995
FARTCOINUSDTUSDT,1.1275635,1.144177486542963,2025-06-01 15:45:00,2025-06-01 16:00:00,5.9247179863098225,Smart Trailing (Max 82%),0 days 00:15:00,77.07661864256781,35.33159515774655,3.7742551745510413,0.015882874889086095
EIGENUSDTUSDT,1.40920425,1.38878065280475,2025-06-01 16:30:00,2025-06-01 16:45:00,-6.358513997276757,Stop Loss,0 days 00:15:00,73.69073087570838,30.04287850662987,2.657283233459023,0.0031238906638267373
OMUSDTUSDT,0.321270555,0.31661438084638505,2025-06-02 00:15:00,2025-06-02 00:15:00,-6.2178500093423965,Stop Loss,0 days 00:00:00,67.06054391943884,44.50873678374976,8.420609416949175,0.01672688761525039
SOONUSDTUSDT,0.31505745,0.3237258718896645,2025-06-02 01:15:00,2025-06-02 01:15:00,10.954950747077342,Smart Trailing (Max 63%),0 days 00:00:00,73.69177042670717,31.251551048576914,3.1602193421455214,0.0015560495395363304
SOONUSDTUSDT,0.32126055,0.31660452084885,2025-06-02 01:30:00,2025-06-02 01:30:00,-6.31048289941478,Stop Loss,0 days 00:00:00,76.5156928388933,33.248017500138175,5.101024502067149,0.012587238285144528
SOONUSDTUSDT,0.32050017,0.31585516103619,2025-06-02 01:45:00,2025-06-02 01:45:00,-6.170881462537642,Stop Loss,0 days 00:00:00,75.64914781000897,35.76545607416967,5.140434140876809,0.008459761503402604
AAVEUSDTUSDT,251.435655,247.791598052085,2025-06-02 14:30:00,2025-06-02 14:45:00,-6.034368309313097,Stop Loss,0 days 00:15:00,70.03642498603635,25.419133229474234,2.8968870332549916,0.0011937447773666442
HYPEUSDTUSDT,34.692337499999994,34.7443413139125,2025-06-02 18:30:00,2025-06-02 18:30:00,0.3930767671609675,Smart Break-even,0 days 00:00:00,77.74182194275564,31.103327126113516,2.699143717872841,0.0035181820803414335
HYPEUSDTUSDT,35.997989999999994,35.476271130929995,2025-06-02 20:15:00,2025-06-02 20:30:00,-5.900861584983685,Stop Loss,0 days 00:15:00,81.04129091071034,41.177298811375486,2.756444055168223,0.0
ENAUSDTUSDT,0.3203601,0.3208403197899,2025-06-02 21:30:00,2025-06-02 21:30:00,0.38383153883337967,Smart Break-even,0 days 00:00:00,68.2220231310098,25.561984983759086,9.365995599885753,0.014053716427232993
WIFUSDTUSDT,0.9398696999999999,0.9606702390222217,2025-06-02 21:15:00,2025-06-02 22:00:00,8.319011019039452,Smart Trailing (Max 53%),0 days 00:45:00,77.9348958279851,29.11268037513622,3.707918441670819,0.0020223523150612165
ZENUSDTUSDT,11.439716999999998,11.959204084770205,2025-06-02 22:15:00,2025-06-02 22:15:00,17.793099562750868,Smart Trailing (Max 97%),0 days 00:00:00,86.34201895961013,36.949956042452094,3.5778598634543237,0.005160500306131466
OPUSDTUSDT,0.6601299,0.6718397178156819,2025-06-02 21:45:00,2025-06-02 22:30:00,6.629644089046871,Smart Trailing (Max 44%),0 days 00:45:00,66.04420829880073,27.959363541848486,2.8997808294904854,0.009396786905122738
SPXUSDTUSDT,1.1041518,1.1384117092294024,2025-06-02 22:30:00,2025-06-02 22:30:00,12.861835492655691,Smart Trailing (Max 70%),0 days 00:00:00,75.38872890024979,25.094111291188096,3.022374983024471,0.011233919188258914
