symbol,entry_price,exit_price,entry_time,exit_time,pnl,reason,duration,rsi,adx,volume_ratio,upper_wick_ratio
KDAUSDTUSDT,0.058029,0.057187985703,2025-11-02 06:45:00,2025-11-02 06:45:00,-5.3059262522451345,Stop Loss,0 days 00:00:00,79.2203285560768,13.743609014439723,7.21974648259814,0.2688766114180473
PLUMEUSDTUSDT,0.065602785,0.0657666935583225,2025-11-02 06:30:00,2025-11-02 07:01:00,0.7071913385266523,Trailing Stop,0 days 00:31:00,79.25493609322963,23.298431651485544,3.5795368861179457,0.06976744186047037
SAGAUSDTUSDT,0.10475235,0.10501407374647499,2025-11-02 07:00:00,2025-11-02 07:01:00,0.6541342952270468,Trailing Stop,0 days 00:01:00,75.15483375871108,24.904542038520095,6.751415865343429,0.06249999999999756
BATUSDTUSDT,0.19349669999999997,0.19398015150494993,2025-11-02 07:30:00,2025-11-02 07:46:00,0.6676627469206907,Trailing Stop,0 days 00:16:00,67.097686381091,21.820362864060264,4.242168813051514,0.036363636363637375
USUALUSDTUSDT,0.031515749999999995,0.031562992109249996,2025-11-02 07:15:00,2025-11-02 08:02:00,0.3337227422970779,Stop Loss,0 days 00:47:00,63.31863332462402,14.300424571045008,4.214198323375461,0.2631578947368556
FARTCOINUSDTUSDT,0.3393696,0.3344511163872,2025-11-02 08:15:00,2025-11-02 09:41:00,-5.084383096462433,Stop Loss,0 days 01:26:00,64.95658858754135,10.626995040035142,3.670267075447763,0.047619047619042586
FILUSDTUSDT,1.7838914999999997,1.7580375604904996,2025-11-02 09:30:00,2025-11-02 09:35:00,-5.084128877307624,Stop Loss,0 days 00:05:00,81.94333584214968,45.49743898190068,6.048405105585433,0.2
SEIUSDTUSDT,0.20120054999999998,0.20170324957417496,2025-11-02 12:00:00,2025-11-02 12:20:00,0.576016351299026,Trailing Stop,0 days 00:20:00,68.76648352457944,18.145453617979626,4.076099014454499,0.07894736842105128
PORT3USDTUSDT,0.046853414999999995,0.046174368456405,2025-11-02 12:45:00,2025-11-02 12:53:00,-4.364904698592758,Stop Loss,0 days 00:08:00,77.550898189465,23.93230273461228,4.9220949541019445,0.19999999999999926
ARCUSDTUSDT,0.01856928,0.01861567534608,2025-11-02 15:30:00,2025-11-02 15:32:00,0.5381216630251864,Trailing Stop,0 days 00:02:00,66.316684354068,19.772472258506138,3.642566322823533,0.24193548387096947
ATUSDTUSDT,0.4340169,0.4277266930683,2025-11-02 21:00:00,2025-11-02 21:00:00,-4.077748435536627,Stop Loss,0 days 00:00:00,68.63040630179006,21.313640543652532,3.531801403320546,0.29999999999999866
ATUSDTUSDT,0.46043009999999995,0.46526208368444993,2025-11-02 21:15:00,2025-11-02 21:15:00,2.514354728169775,Trailing Stop,0 days 00:00:00,82.19289930628723,20.368208962574844,7.435264468930913,0.28897338403041817
MOCAUSDTUSDT,0.06031014,0.06040054489986,2025-11-02 21:30:00,2025-11-02 21:38:00,0.26380284395071435,Stop Loss,0 days 00:08:00,65.45716664350154,30.60249758200033,3.5050897408584083,0.23076923076923078
ATUSDTUSDT,0.5127562499999999,0.5140373714906249,2025-11-02 22:15:00,2025-11-02 22:15:00,0.5304118326656484,Trailing Stop,0 days 00:00:00,86.99453431252446,35.15186741349213,5.8611723288941775,0.20886075949367156
0GUSDTUSDT,1.20009975,1.2078961980258747,2025-11-03 06:45:00,2025-11-03 06:45:00,1.6074485982123237,Trailing Stop,0 days 00:00:00,83.92290507056134,33.874697927206846,5.270222757307677,0.24060150375939834
0GUSDTUSDT,1.2320157,1.2498706875322498,2025-11-03 07:00:00,2025-11-03 07:00:00,3.8631968497876286,Trailing Stop,0 days 00:00:00,85.97980792459056,37.071846187686226,4.950525452125575,0.2319749216300891
0GUSDTUSDT,1.35157545,1.3549523612618248,2025-11-03 07:30:00,2025-11-03 07:30:00,0.5902590233528249,Trailing Stop,0 days 00:00:00,86.23042497696744,40.085286454737705,11.86864654141912,0.28368200836820134
MOCAUSDTUSDT,0.062701335,0.06310867422282748,2025-11-03 11:30:00,2025-11-03 11:30:00,1.7888195195463688,Trailing Stop,0 days 00:00:00,65.60413395327038,25.85196567521275,6.910127388944569,0.06185567010309013
SQDUSDTUSDT,0.086873415,0.08743778814054748,2025-11-03 11:45:00,2025-11-03 11:45:00,1.84233430715018,Trailing Stop,0 days 00:00:00,76.27100652260563,31.369723034630194,7.7059578565693725,0.14000000000000112
SQDUSDTUSDT,0.095217585,0.093837596540595,2025-11-03 12:00:00,2025-11-03 12:00:00,-4.74445593455461,Stop Loss,0 days 00:00:00,85.18773328819212,37.287272457067125,18.6962283396488,0.045508982035928805
COAIUSDTUSDT,1.6768379999999998,1.7413635646589998,2025-11-03 14:00:00,2025-11-03 14:00:00,11.117321120142064,Trailing Stop,0 days 00:00:00,86.66230133282176,24.02447714607597,9.19448320558229,0.010752688172042618
SOLVUSDTUSDT,0.023751869999999998,0.02340763414809,2025-11-03 17:15:00,2025-11-03 17:15:00,-5.221510209433795,Stop Loss,0 days 00:00:00,74.92199228460188,31.965552178686174,4.2111759068002295,0.27333333333333354
SOLVUSDTUSDT,0.023921954999999998,0.023981724004567495,2025-11-03 17:30:00,2025-11-03 17:30:00,0.6437271719378574,Trailing Stop,0 days 00:00:00,72.53310180946035,37.051526636799636,6.014733744793481,0.291666666666667
AIAUSDTUSDT,1.4830411499999998,1.5578969105256748,2025-11-04 13:00:00,2025-11-04 13:00:00,16.258942423376784,Trailing Stop,0 days 00:00:00,81.97676472833403,37.57416332478839,5.561484209706411,0.08943514644351523
TRUTHUSDTUSDT,0.014732362499999999,0.014518846370287499,2025-11-04 18:45:00,2025-11-04 18:48:00,-6.0960186092883335,Stop Loss,0 days 00:03:00,72.90959085215658,26.13950061922485,4.243578997105019,0.06934306569343038
TRUTHUSDTUSDT,0.0146343135,0.01467087733227975,2025-11-04 19:00:00,2025-11-04 19:02:00,0.7515398155016789,Trailing Stop,0 days 00:02:00,69.11896857526287,18.771928345757882,3.57311178380637,0.28508771929824556
TRUTHUSDTUSDT,0.0166093005,0.0163685819078535,2025-11-04 20:45:00,2025-11-04 20:49:00,-5.694976652077172,Stop Loss,0 days 00:04:00,88.80069770938843,53.053813892222365,3.5907349313321553,0.1721014492753583
XPLUSDTUSDT,0.2823411,0.28304652923835,2025-11-05 11:45:00,2025-11-05 11:49:00,0.7020978734984504,Trailing Stop,0 days 00:04:00,73.14143769756276,31.683638501871577,4.761309247901781,0.25806451612903436
HUSDTUSDT,0.293556705,0.289302187674435,2025-11-05 13:00:00,2025-11-05 13:00:00,-5.320318251372658,Stop Loss,0 days 00:00:00,76.51991107496133,22.231731060252894,4.843037105118469,0.11692176870748171
ZKUSDTUSDT,0.07745871,0.07633610091597001,2025-11-05 14:00:00,2025-11-05 14:00:00,-4.921407346176957,Stop Loss,0 days 00:00:00,74.01443954744076,27.38046892238776,5.764632330139089,0.28825622775800647
STBLUSDTUSDT,0.071765865,0.07366669158332251,2025-11-05 14:15:00,2025-11-05 14:17:00,7.890215021512798,Trailing Stop,0 days 00:02:00,83.8023799679122,30.980684687086775,4.778061707107639,0.059701492537311066
ACHUSDTUSDT,0.0112526235,0.011089539227614499,2025-11-05 17:00:00,2025-11-05 17:13:00,-5.143125586414939,Stop Loss,0 days 00:13:00,74.68675882978026,27.427927954444353,5.355813348324915,0.12621359223301232
AI16ZUSDTUSDT,0.07100548500000001,0.069976402505895,2025-11-05 19:00:00,2025-11-05 19:00:00,-4.757500368847851,Stop Loss,0 days 00:00:00,86.41087079023619,32.097262283448046,4.561443204279968,0.06067415730337067
USUALUSDTUSDT,0.034437209999999996,0.035624691093824996,2025-11-05 19:30:00,2025-11-05 19:30:00,9.974402165214148,Trailing Stop,0 days 00:00:00,79.27274071950714,37.40201013907214,4.502030336609168,0.04329004329004153
USUALUSDTUSDT,0.034017,0.033523991619,2025-11-06 06:15:00,2025-11-06 06:20:00,-5.147938476156884,Stop Loss,0 days 00:05:00,69.61827539270347,25.365805833102296,5.558693109142581,0.11377245508981747
ALCHUSDTUSDT,0.09478737,0.09341361664659001,2025-11-06 06:30:00,2025-11-06 06:33:00,-4.761952394048784,Stop Loss,0 days 00:03:00,63.30524204226824,13.559588223332865,5.143071505775986,0.2065217391304292
RESOLVUSDTUSDT,0.079489725,0.08000612999846249,2025-11-06 07:15:00,2025-11-06 07:15:00,1.7616542953107275,Trailing Stop,0 days 00:00:00,79.79576674937887,54.52496794641498,3.821990903896831,0.2281249999999982
RESOLVUSDTUSDT,0.09266630999999999,0.09623215594195499,2025-11-06 08:15:00,2025-11-06 08:15:00,11.492134402472415,Trailing Stop,0 days 00:00:00,86.30538320433415,60.99974832775634,5.195991469461895,0.12392829306313288
RESOLVUSDTUSDT,0.09880937999999999,0.09737733565566,2025-11-06 08:30:00,2025-11-06 08:30:00,-5.397550044855422,Stop Loss,0 days 00:00:00,88.6582713001068,62.03028444567067,4.187154989447717,0.17609046849757795
SKYAIUSDTUSDT,0.01752876,0.01757255560686,2025-11-06 09:15:00,2025-11-06 09:15:00,0.6654300166818481,Trailing Stop,0 days 00:00:00,80.89653256441012,24.47934758874781,5.067831465029259,0.0
AIAUSDTUSDT,2.4394191,2.4040645989837,2025-11-06 10:00:00,2025-11-06 10:00:00,-5.042458603560325,Stop Loss,0 days 00:00:00,76.06100063919924,39.69196493188467,3.5239265367038626,0.11639042357274425
ALCHUSDTUSDT,0.09692843999999999,0.09552365611908,2025-11-06 10:30:00,2025-11-06 10:37:00,-4.664381272295605,Stop Loss,0 days 00:07:00,69.2126905738005,12.846918613641098,3.661464451393716,0.06060606060606239
TRUTHUSDTUSDT,0.016910451,0.0169527017618235,2025-11-06 10:45:00,2025-11-06 10:45:00,0.5750422473234251,Trailing Stop,0 days 00:00:00,81.54332505631024,33.30928314352947,7.151322759208269,0.2409638554216944
TRUTHUSDTUSDT,0.017336663999999998,0.017085403728648,2025-11-06 11:00:00,2025-11-06 11:00:00,-4.35752318761551,Stop Loss,0 days 00:00:00,84.87431851923358,36.52152193770194,11.644894193710211,0.05084745762711907
SKYAIUSDTUSDT,0.019029509999999996,0.019077055230734996,2025-11-06 11:15:00,2025-11-06 11:15:00,0.5372116429361018,Trailing Stop,0 days 00:00:00,79.48233740359366,36.90459836921449,7.255802032420188,0.046296296296294365
NILUSDTUSDT,0.18499245,0.188413052896725,2025-11-06 11:30:00,2025-11-06 11:37:00,4.884574972972181,Trailing Stop,0 days 00:07:00,63.725203106899095,24.550708042207113,8.518664676130598,0.07317073170731567
MERLUSDTUSDT,0.32684334,0.32765995808499,2025-11-06 13:00:00,2025-11-06 13:03:00,0.5913009918030665,Trailing Stop,0 days 00:03:00,67.69711503552966,21.528942136131832,4.836727024003221,0.14514896867837668
MERLUSDTUSDT,0.33672828,0.3389158352710199,2025-11-06 13:30:00,2025-11-06 13:34:00,1.7919772747500566,Trailing Stop,0 days 00:04:00,74.71746163192469,24.973349587636573,4.9378588469487354,0.012121212121213074
MERLUSDTUSDT,0.34006994999999995,0.33514131621464993,2025-11-06 13:45:00,2025-11-06 13:49:00,-4.614774410256855,Stop Loss,0 days 00:04:00,83.52014287638545,41.624841881605114,3.8533926752118237,0.11111111111110555
TRUTHUSDTUSDT,0.0171475695,0.0168990497752365,2025-11-06 17:00:00,2025-11-06 17:01:00,-4.268764312685265,Stop Loss,0 days 00:01:00,67.6177789762969,23.08443421476394,4.158304357938037,0.1500000000000015
SKYAIUSDTUSDT,0.023791889999999996,0.02344707413823,2025-11-06 17:45:00,2025-11-06 17:45:00,-3.948697625772082,Stop Loss,0 days 00:00:00,75.96941809523067,37.678664704793995,6.87123171578202,0.022304832713755045
COAIUSDTUSDT,1.4227109999999998,1.4888336277914997,2025-11-06 19:00:00,2025-11-06 19:00:00,11.200652883801604,Trailing Stop,0 days 00:00:00,85.56736458693406,28.239203256390322,3.975629371437047,0.04878048780487811
TANSSIUSDTUSDT,0.026002994999999997,0.025626133593464998,2025-11-07 04:30:00,2025-11-07 04:35:00,-4.491697628882881,Stop Loss,0 days 00:05:00,77.34418380611902,22.73867253766493,4.802137605184712,0.19658119658119733
BASUSDTUSDT,0.010395195,0.010244537438865,2025-11-07 05:15:00,2025-11-07 05:15:00,-4.154915676686573,Stop Loss,0 days 00:00:00,76.67540056851799,21.81548420850562,5.025262042229933,0.01851851851851938
MERLUSDTUSDT,0.335097465,0.3359347060163025,2025-11-07 05:30:00,2025-11-07 05:32:00,0.5122334364800434,Trailing Stop,0 days 00:02:00,74.40538341253472,23.054675313651547,3.621570479319504,0.03027027027027042
AIXBTUSDTUSDT,0.06499248,0.06515486371128,2025-11-07 09:15:00,2025-11-07 09:17:00,0.5173231178841219,Trailing Stop,0 days 00:02:00,67.10192118485094,35.87836827334481,3.9759618482352694,0.06666666666666358
MERLUSDTUSDT,0.353566695,0.3572772006806775,2025-11-07 13:15:00,2025-11-07 13:15:00,2.6131013705068136,Trailing Stop,0 days 00:00:00,78.03473919568276,25.283837491660876,6.004658457582145,0.22073578595317475
FETUSDTUSDT,0.28144064999999996,0.28214382946402494,2025-11-07 14:00:00,2025-11-07 14:00:00,0.5485323418459335,Trailing Stop,0 days 00:00:00,74.41449860542265,43.8871877431281,5.468807534587294,0.27464788732394485
XPLUSDTUSDT,0.2977488,0.2984927253768,2025-11-07 15:00:00,2025-11-07 15:02:00,0.553982698384626,Trailing Stop,0 days 00:02:00,75.53861657038902,29.073163199541163,3.755564272292043,0.24309392265193447
STRKUSDTUSDT,0.134067,0.132123966969,2025-11-07 15:30:00,2025-11-07 15:32:00,-4.197939307911556,Stop Loss,0 days 00:02:00,82.27476023284372,36.712285666666794,5.668030667495925,0.043478260869565216
GALAUSDTUSDT,0.009974984999999999,0.009999907500022498,2025-11-07 16:30:00,2025-11-07 16:30:00,0.5175375495323958,Trailing Stop,0 days 00:00:00,78.79362510152808,27.754178018764573,3.846973338524627,0.07692307692307829
NEIROUSDTUSDT,0.00017168579999999998,0.0001691975577006,2025-11-07 17:00:00,2025-11-07 17:07:00,-3.921767284136337,Stop Loss,0 days 00:07:00,78.73538038395135,28.304625261157735,3.7678405867489406,0.02173913043478312
GMTUSDTUSDT,0.025252619999999996,0.025315713671069995,2025-11-07 18:15:00,2025-11-07 18:19:00,0.48349003670517565,Trailing Stop,0 days 00:04:00,85.83138864693723,39.47151501319949,3.8501721043185486,0.22222222222221966
TACUSDTUSDT,0.005800899,0.0059313525171615,2025-11-07 18:45:00,2025-11-07 18:45:00,5.37279963920911,Trailing Stop,0 days 00:00:00,79.74218560496004,28.047315232234247,4.085451397411104,0.14393939393939315
CKBUSDTUSDT,0.003485742,0.003494451126387,2025-11-07 18:30:00,2025-11-07 19:00:00,0.48829411639547654,Trailing Stop,0 days 00:30:00,81.34222017785494,36.41644606202666,3.921861031357219,0.09859154929577568
STABLEUSDTUSDT,0.05972985,0.062505884373525,2025-11-07 19:30:00,2025-11-07 19:30:00,12.58035572991714,Trailing Stop,0 days 00:00:00,76.68947162397045,41.73175283029918,3.7404427825740942,0.06868131868131874
0GUSDTUSDT,1.3900947,1.3699480575129,2025-11-08 06:00:00,2025-11-08 06:00:00,-5.044987518923355,Stop Loss,0 days 00:00:00,86.12012202507198,64.13751814252555,4.850301642127121,0.04392236976506605
0GUSDTUSDT,1.49404665,1.5276455180885251,2025-11-08 06:15:00,2025-11-08 06:15:00,6.843947589292052,Trailing Stop,0 days 00:00:00,85.20049734570556,56.60410309430192,7.931234882906762,0.06551059730250394
0GUSDTUSDT,1.5971982,1.6011887997027,2025-11-08 06:30:00,2025-11-08 06:30:00,0.6902790980635961,Trailing Stop,0 days 00:00:00,88.72242385220122,59.99055776289622,5.810099298089899,0.29085603112840286
RESOLVUSDTUSDT,0.08249122499999999,0.08335692916076248,2025-11-08 07:30:00,2025-11-08 07:30:00,3.4867362289156825,Trailing Stop,0 days 00:00:00,68.07232292039814,23.630200364128143,5.8353665470897,0.04845814977973521
RESOLVUSDTUSDT,0.090455205,0.0906812073296925,2025-11-08 08:30:00,2025-11-08 08:30:00,0.7319224621872495,Trailing Stop,0 days 00:00:00,70.7109370728282,25.429955699602594,3.547812764982762,0.23705179282868408
SAGAUSDTUSDT,0.10195095,0.10220567444857499,2025-11-08 08:45:00,2025-11-08 08:47:00,0.739195029496853,Trailing Stop,0 days 00:02:00,62.38025675863146,18.72110531398176,4.55674809592544,0.13333333333333086
RESOLVUSDTUSDT,0.10092043499999999,0.10117258470684748,2025-11-08 09:30:00,2025-11-08 09:30:00,0.7465398588806573,Trailing Stop,0 days 00:00:00,79.27718069994191,31.466501472367735,5.160217696885809,0.13538461538461544
TRUTHUSDTUSDT,0.0245892885,0.02474903281274025,2025-11-08 10:30:00,2025-11-08 10:30:00,2.262439062938223,Trailing Stop,0 days 00:00:00,75.56396560942737,22.230606759842257,8.459148869783201,0.04633471645919856
ATHUSDTUSDT,0.02659329,0.026207873448029998,2025-11-08 11:00:00,2025-11-08 11:04:00,-5.826327174750973,Stop Loss,0 days 00:04:00,74.76204052379403,20.01067367052271,4.843291005437718,0.1864406779660999
PARTIUSDTUSDT,0.07257626999999998,0.07275760181059499,2025-11-08 11:30:00,2025-11-08 11:31:00,0.7182912537853832,Trailing Stop,0 days 00:01:00,68.73626751437133,20.388438261739875,3.9770095769379377,0.14215686274509734
PARTIUSDTUSDT,0.07489742999999999,0.07508456122885498,2025-11-08 11:45:00,2025-11-08 11:47:00,0.7254283779493851,Trailing Stop,0 days 00:02:00,77.15442169003786,28.40658533360269,3.982458420394214,0.2499999999999985
APRUSDTUSDT,0.27997991999999994,0.27592217101944,2025-11-08 16:30:00,2025-11-08 16:30:00,-5.497110851563099,Stop Loss,0 days 00:00:00,77.17442610962487,21.363031329439718,5.065209300897846,0.015128006206361563
MERLUSDTUSDT,0.46009993499999996,0.4612494946875974,2025-11-08 17:00:00,2025-11-08 17:01:00,0.6777042427136057,Trailing Stop,0 days 00:01:00,69.36302831291256,44.636485289354255,4.029293541729718,0.01667875271935838
APRUSDTUSDT,0.301240545,0.3019931945016825,2025-11-08 18:30:00,2025-11-08 18:31:00,0.6844380840366625,Trailing Stop,0 days 00:01:00,76.08252858512672,26.27245984271224,4.937361940152543,0.03973232956921819
TRUTHUSDTUSDT,0.0336778305,0.03430055042486024,2025-11-08 19:30:00,2025-11-08 19:30:00,6.223225389462245,Trailing Stop,0 days 00:00:00,82.9941488021336,37.94546781416898,9.270529053712952,0.1147697772919798
TRUTHUSDTUSDT,0.037892936999999995,0.037343754664058995,2025-11-08 21:00:00,2025-11-08 21:00:00,-5.652536163577854,Stop Loss,0 days 00:00:00,83.19657586176913,43.379427459059364,3.6273073327007235,0.20977859778597766
0GUSDTUSDT,1.7734862999999998,1.7477831630540999,2025-11-09 04:15:00,2025-11-09 04:15:00,-5.22871596878361,Stop Loss,0 days 00:00:00,81.88909349929838,33.058834378176634,4.632667745334989,0.2523584905660414
RESOLVUSDTUSDT,0.106183065,0.1068728832817725,2025-11-09 04:30:00,2025-11-09 04:30:00,1.9343305399019068,Trailing Stop,0 days 00:00:00,78.13888100918027,31.443370027905427,3.501301701903236,0.05693069306930716
RESOLVUSDTUSDT,0.115307625,0.113636471590875,2025-11-09 05:30:00,2025-11-09 05:33:00,-4.981368459464594,Stop Loss,0 days 00:03:00,81.29189478087028,41.290522838018084,7.443414192969179,0.18518518518518529
RESOLVUSDTUSDT,0.12190092,0.12561700859574002,2025-11-09 06:00:00,2025-11-09 06:00:00,9.215051576610541,Trailing Stop,0 days 00:00:00,84.59072200288729,45.76321750495549,5.237083594037087,0.22526636225266528
MONUSDTUSDT,0.064382175,0.063449084137725,2025-11-09 06:15:00,2025-11-09 06:20:00,-5.298113655415347,Stop Loss,0 days 00:05:00,73.28094166363003,28.943348420463614,4.37615630910103,0.2295081967213137
FARTCOINUSDTUSDT,0.3099549,0.3054627236343,2025-11-09 08:15:00,2025-11-09 08:23:00,-4.900867623457374,Stop Loss,0 days 00:08:00,70.22890733217939,29.309052915171186,3.525381766329537,0.15094339622640818
YALAUSDTUSDT,0.06299148,0.06207854448036001,2025-11-09 14:00:00,2025-11-09 14:00:00,-4.533406609369875,Stop Loss,0 days 00:00:00,79.4855498400635,25.36832410467708,9.18454358122655,0.19417475728155476
USELESSUSDTUSDT,0.17698845,0.17743065564232496,2025-11-09 14:30:00,2025-11-09 14:30:00,0.5588952044221862,Trailing Stop,0 days 00:00:00,69.5465699707985,16.842485711457748,5.622083398746554,0.2820512820512784
APRUSDTUSDT,0.369434625,0.37774265556431247,2025-11-09 15:00:00,2025-11-09 15:00:00,6.211052708024256,Trailing Stop,0 days 00:00:00,83.25941334415523,41.832674554210335,6.131601892963602,0.057445442875481895
APRUSDTUSDT,0.38757368999999997,0.388542042864465,2025-11-09 15:45:00,2025-11-09 15:45:00,0.6264454549635367,Trailing Stop,0 days 00:00:00,86.73236343919861,48.38529258042599,3.5864172051275305,0.27370441458733286
APRUSDTUSDT,0.426082935,0.419907715023045,2025-11-09 16:15:00,2025-11-09 16:15:00,-4.747043558079095,Stop Loss,0 days 00:00:00,86.56709376245837,52.818043319817036,3.7748516257199825,0.27418321588725225
APRUSDTUSDT,0.445872825,0.4523346369163124,2025-11-09 16:30:00,2025-11-09 16:30:00,4.097950274173444,Trailing Stop,0 days 00:00:00,87.5842649870353,50.34124995755035,5.1875987059888935,0.18301830183018286
SQDUSDTUSDT,0.0826413,0.0814435796391,2025-11-09 19:45:00,2025-11-09 19:56:00,-4.697950890341509,Stop Loss,0 days 00:11:00,79.45596668002776,45.22896906285824,4.771852959643648,0.18285714285714316
FARTCOINUSDTUSDT,0.33606794999999995,0.33119731720065,2025-11-09 20:00:00,2025-11-09 20:03:00,-4.345704322808126,Stop Loss,0 days 00:03:00,74.41917516155287,24.381356420210984,5.711172357007602,0.1176470588235298
WLFIUSDTUSDT,0.13576784999999997,0.13936386515902496,2025-11-10 04:15:00,2025-11-10 04:15:00,6.967222811480839,Trailing Stop,0 days 00:00:00,77.81332852125905,40.61622863163708,3.5431637054607643,0.11627906976744201
WLFIUSDTUSDT,0.14937464999999997,0.14720976319754997,2025-11-10 04:30:00,2025-11-10 04:30:00,-4.541713193488291,Stop Loss,0 days 00:00:00,89.31855770585967,61.903047859249035,28.17242568728514,0.050279329608939216
STRKUSDTUSDT,0.1718859,0.17231535692115,2025-11-10 05:30:00,2025-11-10 05:32:00,0.559919270963975,Trailing Stop,0 days 00:02:00,76.13431775868264,43.25303868626763,3.5444456510256748,0.1909090909090899
FETUSDTUSDT,0.36748365,0.368401807899525,2025-11-10 08:30:00,2025-11-10 08:30:00,0.5654827709198023,Trailing Stop,0 days 00:00:00,74.4057789744321,23.58197331433973,4.157574488237074,0.07017543859648998
