,symbol,entry_price,exit_price,entry_time,exit_time,pnl,reason,duration,rsi,adx,volume_ratio,upper_wick_ratio,change_24h,atr_pct
0,FARTCOINUSDTUSDT,0.3099549,0.30515292371174996,2025-11-09 08:15:00,2025-11-09 08:15:00,-7.992376875000034,LIQUIDATION,0 days 00:00:00,70.22890733217939,29.309052915171186,3.525381766329537,0.15094339622640818,8.989971346704875,0
1,LTCUSDTUSDT,105.51272999999999,106.19819345044499,2025-11-09 11:00:00,2025-11-09 11:00:00,2.749636420759118,Trailing Stop (Stepped),0 days 00:00:00,70.78928826287442,14.780717245408061,11.054271905386573,0.16621253405994527,2.21887550200804,0
2,ETHUSDTUSDT,3555.5168699999995,3500.4330248915244,2025-11-09 14:30:00,2025-11-09 14:45:00,-7.535061442466993,LIQUIDATION,0 days 00:15:00,84.75265022022779,33.74339442775469,7.379635428264929,0.0,2.46101933299255,0
3,STRKUSDTUSDT,0.152076,0.14971996256999998,2025-11-09 15:45:00,2025-11-09 15:45:00,-6.914002694735818,LIQUIDATION,0 days 00:00:00,71.69601369635359,19.23589269511428,5.187143348549384,0.1509433962264142,15.058823529411761,0
4,FARTCOINUSDTUSDT,0.33606794999999995,0.330861417284625,2025-11-09 20:00:00,2025-11-09 20:00:00,-6.3441331736722395,LIQUIDATION,0 days 00:00:00,74.41917516155287,24.381356420210984,5.711172357007602,0.1176470588235298,10.228058051140296,0
5,WLFIUSDTUSDT,0.13576784999999997,0.14967706258072497,2025-11-10 04:15:00,2025-11-10 04:15:00,37.10835138915053,Trailing Stop (Stepped),0 days 00:00:00,77.81332852125905,40.61622863163708,3.5431637054607643,0.11627906976744201,8.237232289950573,0
6,WLFIUSDTUSDT,0.14937464999999997,0.14706046323487498,2025-11-10 04:30:00,2025-11-10 04:30:00,-8.77252721793993,LIQUIDATION,0 days 00:00:00,90.62293906375204,44.69453785447113,32.5990898651675,0.06617647058823617,11.320754716981126,0
7,WLFIUSDTUSDT,0.16358175,0.161047459738125,2025-11-10 04:45:00,2025-11-10 04:45:00,-8.049473423354314,LIQUIDATION,0 days 00:00:00,94.34718832251927,47.83881181707375,16.432328923187672,0.020979020979020598,23.490488006617035,0
8,BANKUSDTUSDT,0.077168565,0.0785954503511325,2025-11-10 08:45:00,2025-11-10 08:45:00,8.287770366724391,Trailing Stop (Stepped),0 days 00:00:00,78.39447858810229,45.35091402005837,7.265258427893755,0.052631578947366496,7.730286359147974,0
9,BCHUSDTUSDT,509.30452499999996,510.5770223557124,2025-11-10 07:45:00,2025-11-10 09:15:00,0.922862204560919,Trailing Stop (Stepped),0 days 01:30:00,65.76587165099285,15.19446036822479,5.14331589428836,0.2906250000000032,2.2621141366971917,0
10,BANKUSDTUSDT,0.08056026,0.07931218017194999,2025-11-10 09:15:00,2025-11-10 09:15:00,-8.011539880964392,LIQUIDATION,0 days 00:00:00,88.73740555373341,50.4824694322906,6.381390224962155,0.20942408376963126,9.994408722393052,0
