Symbol,Entry,Exit,Realized_ROI,Max_ROE,Efficiency,Callback_Abs,Max_Bucket
JTOUSDT,4.0251,4.084,29.266353630965448,40.0,0.7316588407741362,10.733646369034552,30-50%
DOGEUSDT,0.477,0.4844,31.027253668763176,84.0,0.3693720674852759,52.97274633123682,50-100%
SUSHIUSDT,2.2151,2.3125,87.94185364091909,225.0,0.3908526828485293,137.05814635908092,200-500%
SUSHIUSDT,2.2698,2.3545,74.63212617851774,192.0,0.3887089905131132,117.36787382148226,100-200%
1000XUSDT,0.3014,0.312,70.3384207033842,78.0,0.9017746244023616,7.661579296615798,50-100%
SUSHIUSDT,2.4843,2.7058,178.3198486495188,451.0,0.3953876910188887,272.6801513504812,200-500%
SUPERUSDT,2.0916,2.1642,69.42053930005737,77.0,0.9015654454552905,7.579460699942629,50-100%
1INCHUSDT,0.5746,0.5976,80.05569091541949,87.0,0.9201803553496493,6.94430908458051,50-100%
1INCHUSDT,0.5954,0.6178,75.24353375881752,82.0,0.917604070229482,6.75646624118248,50-100%
1INCHUSDT,0.6162,0.6289,41.22038299253504,51.0,0.808242803775197,9.779617007464957,50-100%
1INCHUSDT,0.6207,0.6305,31.577251490252678,42.0,0.7518393211964923,10.422748509747322,30-50%
SUSHIUSDT,2.7086,2.816,79.30296093923039,204.0,0.38874000460407054,124.69703906076961,200-500%
1MBABYDOGEUSDT,0.0044,0.0046,90.90909090909074,183.0,0.4967709885742663,92.09090909090926,100-200%
1MBABYDOGEUSDT,0.0046,0.0049,130.4347826086956,311.0,0.4194044456871241,180.5652173913044,200-500%
1MBABYDOGEUSDT,0.0048,0.005,83.33333333333357,165.0,0.5050505050505065,81.66666666666643,100-200%
1MBABYDOGEUSDT,0.0056,0.0059,107.14285714285711,258.0,0.41528239202657796,150.8571428571429,200-500%
ORCAUSDT,5.0875,5.8434,297.15970515970497,303.0,0.9807250995369801,5.84029484029503,200-500%
ORCAUSDT,5.6238,5.8836,92.39304384935463,98.0,0.9427861617281085,5.606956150645374,50-100%
GOATUSDT,0.6147,0.6319,55.96225801203837,145.0,0.38594660697957495,89.03774198796162,100-200%
ACTUSDT,0.5148,0.5254,41.18104118104095,51.0,0.8074713957066854,9.818958818959047,50-100%
ORCAUSDT,6.059,6.4229,120.11883149034497,125.0,0.9609506519227597,4.881168509655026,100-200%
TURBOUSDT,0.0122,0.0125,49.180327868852444,104.0,0.47288776796973503,54.819672131147556,100-200%
ACTUSDT,0.5299,0.5526,85.67654274391371,91.0,0.9415004697133376,5.323457256086286,50-100%
MEWUSDT,0.0082,0.0083,24.390243902438876,40.0,0.6097560975609719,15.609756097561124,30-50%
NOTUSDT,0.0079,0.008,25.31645569620238,44.0,0.5753739930955086,18.68354430379762,30-50%
FIDAUSDT,0.3164,0.3202,24.02022756005038,36.0,0.6672285433347328,11.97977243994962,30-50%
IOUSDT,3.8468,3.9596,58.64614744722887,67.0,0.8753156335407294,8.35385255277113,50-100%
ENSUSDT,37.8189,38.4021,30.841721996144678,84.0,0.36716335709696046,53.15827800385532,50-100%
IOUSDT,3.8631,3.9062,22.313685899924888,34.0,0.6562848794095555,11.686314100075112,30-50%
EIGENUSDT,4.9008,5.0584,64.31603003591229,166.0,0.3874459640717608,101.68396996408771,100-200%
ENSUSDT,38.03,38.2266,10.339205890086593,37.0,0.2794379970293674,26.660794109913407,30-50%
EIGENUSDT,5.0372,5.1575,47.76463114428628,125.0,0.38211704915429023,77.23536885571372,100-200%
1000SHIBUSDT,0.028,0.0282,14.2857142857142,41.0,0.34843205574912683,26.7142857142858,30-50%
MANAUSDT,0.6244,0.6276,10.249839846252696,23.0,0.445645210706639,12.750160153747304,15-30%
ADAUSDT,1.0652,1.0799,27.600450619602253,76.0,0.3631638239421349,48.399549380397744,50-100%
RENDERUSDT,9.6028,9.7598,32.69879618444621,44.0,0.7431544587374138,11.30120381555379,30-50%
GALAUSDT,0.0506,0.0524,71.14624505928866,187.0,0.3804612035256078,115.85375494071134,100-200%
ADAUSDT,1.073,1.0946,40.26095060577831,106.0,0.37982028873375767,65.7390493942217,100-200%
ZROUSDT,6.348,6.424,23.944549464398396,36.0,0.6651263740110666,12.055450535601604,30-50%
LQTYUSDT,2.4943,2.655,128.85378663352432,134.0,0.9615954226382412,5.146213366475678,100-200%
THETAUSDT,2.5382,2.6114,57.67866992356818,66.0,0.8739192412661846,8.32133007643182,50-100%
GRASSUSDT,2.9639,3.0772,76.4533216370321,83.0,0.9211243570726759,6.546678362967896,50-100%
SCRUSDT,1.124,1.1375,24.021352313166982,36.0,0.6672597864768606,11.978647686833018,30-50%
ADAUSDT,1.0816,1.0903,16.08727810650916,50.0,0.3217455621301832,33.91272189349084,30-50%
GRASSUSDT,3.0315,3.1654,88.33910605310912,94.0,0.939777723969246,5.66089394689088,50-100%
MEWUSDT,0.0083,0.0084,24.09638554216853,47.0,0.5126890540886921,22.90361445783147,30-50%
THEUSDT,1.839,1.8957,61.663947797716126,70.0,0.8809135399673732,8.336052202283874,50-100%
XVGUSDT,0.0139,0.0145,86.33093525179879,102.0,0.8463817181548902,15.669064748201208,100-200%
CHILLGUYUSDT,0.3902,0.407,86.10968733982564,92.0,0.9359748623894092,5.890312660174359,50-100%
SUIUSDT,4.1911,4.2232,15.318174226337089,49.0,0.3126158005374916,33.68182577366291,30-50%
BEAMXUSDT,0.0363,0.0367,22.0385674931132,33.0,0.6678353785791878,10.961432506886801,30-50%
HIPPOUSDT,0.0131,0.0133,30.534351145037984,42.0,0.7270083605961425,11.465648854962016,30-50%
SANDUSDT,0.794,0.816,55.41561712846323,144.0,0.3848306745032169,88.58438287153677,100-200%
MASKUSDT,3.8247,3.9661,73.94043977305408,81.0,0.9128449354698035,7.059560226945919,50-100%
APTUSDT,13.0522,13.2103,24.225801014388537,69.0,0.3510985654259208,44.77419898561146,50-100%
