[2025-12-13 07:31:10] START SUBSCRIPTION BOOKTICKER
[2025-12-13 07:31:10] START SUBSCRIPTION KLINE_1M
[2025-12-13 07:31:13] START SUBSCRIPTION BOOKTICKER
[2025-12-13 07:31:13] START SUBSCRIPTION KLINE_1M
[2025-12-13 07:31:23.125] [DATA] CLOSED | T: 1765582200000 | O: 2.0860000 | C: 2.0914000 | V: 63004
[2025-12-13 07:31:23.126] [DATA] CLOSED | T: 1765582200000 | O: 2.0860000 | C: 2.0914000 | V: 63004
[2025-12-13 07:32:23.791] [DATA] CLOSED | T: 1765582260000 | O: 2.0914000 | C: 2.0933000 | V: 80021
[2025-12-13 07:32:23.791] [DATA] CLOSED | T: 1765582260000 | O: 2.0914000 | C: 2.0933000 | V: 80021
[2025-12-13 07:33:27.138] [DATA] CLOSED | T: 1765582320000 | O: 2.0931000 | C: 2.0906000 | V: 87325
[2025-12-13 07:33:27.341] [DATA] CLOSED | T: 1765582320000 | O: 2.0931000 | C: 2.0906000 | V: 87325
[2025-12-13 07:34:23.774] [DATA] CLOSED | T: 1765582380000 | O: 2.0907000 | C: 2.0837000 | V: 101878
[2025-12-13 07:34:23.774] [DATA] CLOSED | T: 1765582380000 | O: 2.0907000 | C: 2.0837000 | V: 101878
[2025-12-13 07:35:24.446] [DATA] CLOSED | T: 1765582440000 | O: 2.0837000 | C: 2.1123000 | V: 212533
[2025-12-13 07:35:24.457] [DATA] CLOSED | T: 1765582440000 | O: 2.0837000 | C: 2.1123000 | V: 212533
[2025-12-13 07:36:24.467] [DATA] CLOSED | T: 1765582500000 | O: 2.1120000 | C: 2.1034000 | V: 79812
[2025-12-13 07:37:25.155] [DATA] CLOSED | T: 1765582560000 | O: 2.1035000 | C: 2.1002000 | V: 98198
[2025-12-13 07:38:21] START SUBSCRIPTION BOOKTICKER
[2025-12-13 07:38:21] START SUBSCRIPTION KLINE_1M
[2025-12-13 07:38:23.190] [DATA] CLOSED | T: 1765582620000 | O: 2.1001000 | C: 2.0990000 | V: 82993
[2025-12-13 07:39:23.114] [DATA] CLOSED | T: 1765582680000 | O: 2.0990000 | C: 2.0866000 | V: 67890
[2025-12-13 07:40:23.335] [DATA] CLOSED | T: 1765582740000 | O: 2.0870000 | C: 2.0863000 | V: 54501
[2025-12-13 07:41:23.120] [DATA] CLOSED | T: 1765582800000 | O: 2.0862000 | C: 2.0898000 | V: 36540
[2025-12-13 07:42:23.149] [DATA] CLOSED | T: 1765582860000 | O: 2.0896000 | C: 2.0965000 | V: 113369
[2025-12-13 07:43:23.158] [DATA] CLOSED | T: 1765582920000 | O: 2.0964000 | C: 2.0908000 | V: 70439
[2025-12-13 07:44:23.126] [DATA] CLOSED | T: 1765582980000 | O: 2.0906000 | C: 2.0965000 | V: 55940
[2025-12-13 07:45:25.942] [DATA] CLOSED | T: 1765583040000 | O: 2.0965000 | C: 2.0735000 | V: 139028
[2025-12-13 07:46:23.112] [DATA] CLOSED | T: 1765583100000 | O: 2.0739000 | C: 2.0833000 | V: 142519
[2025-12-13 07:47:23.169] [DATA] CLOSED | T: 1765583160000 | O: 2.0832000 | C: 2.0893000 | V: 89359
[2025-12-13 07:48:23.117] [DATA] CLOSED | T: 1765583220000 | O: 2.0886000 | C: 2.0870000 | V: 71804
