,symbol,entry_price,exit_price,entry_time,exit_time,pnl,reason,duration,rsi,adx,volume_ratio,upper_wick_ratio
0,XPLUSDTUSDT,0.8560278,0.8791287802177501,2025-08-31 13:15:00,2025-08-31 13:15:00,5.294551375000021,Trailing Stop (Stepped),0 days 00:00:00,72.60016332306171,41.24195029088041,4.372168507687863,0.015080664016834125
1,CUSDTUSDT,0.24764375999999996,0.2518515370371,2025-08-31 17:15:00,2025-08-31 17:15:00,3.4677935512566354,Trailing Stop (Stepped),0 days 00:00:00,74.71542577102677,32.1599559524452,3.6097772585436583,0.00036376864314298835
2,MUSDTUSDT,0.8218107,0.79265080183725,2025-09-01 14:15:00,2025-09-01 14:30:00,-7.808470820131795,Stop Loss,0 days 00:15:00,83.32975915708182,38.70925189848307,4.723574995994049,0.0070611151692233105
3,TAUSDTUSDT,0.174937425,0.17616133095965628,2025-09-02 11:30:00,2025-09-02 11:30:00,1.3068647209974702,Trailing Stop (Stepped),0 days 00:00:00,85.02869882164046,47.85505006077078,4.223567559772301,0.023612143388028098
4,HEMIUSDTUSDT,0.038149064999999996,0.036795440801137495,2025-09-02 15:00:00,2025-09-02 15:00:00,-7.325773472891562,Stop Loss,0 days 00:00:00,75.30357041242205,26.213863351119926,4.414749371945611,0.011906947467806553
5,PNUTUSDTUSDT,0.21290639999999997,0.214395946401,2025-09-02 21:45:00,2025-09-02 21:45:00,1.226078079341466,Trailing Stop (Stepped),0 days 00:00:00,80.3745204270218,29.393545109821368,4.012618723656797,0.0036655857888058785
6,SOONUSDTUSDT,0.27669827999999996,0.27977,2025-09-03 05:00:00,2025-09-03 05:00:00,0.8485921007341376,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
7,MUSDTUSDT,0.9588791999999999,0.924855768786,2025-09-03 08:45:00,2025-09-03 08:45:00,-6.920160813349224,Stop Loss,0 days 00:00:00,79.77590949424108,36.38946454755469,8.260358694824898,0.008346374543557649
8,SOONUSDTUSDT,0.27985986,0.26992973251755004,2025-09-03 05:15:00,2025-09-03 09:30:00,-6.927084435973875,Stop Loss,0 days 04:15:00,87.50060641575087,40.37832674133423,4.370087068111495,0.00042892375880190504
9,MUSDTUSDT,1.1095545,1.0701847324537501,2025-09-03 11:30:00,2025-09-03 11:30:00,-5.917218441399113,Stop Loss,0 days 00:00:00,85.8916471727222,55.0849432995776,4.170531661245602,0.017583408476104664
10,IPUSDTUSDT,8.39809695,8.45685213578644,2025-09-03 16:45:00,2025-09-03 16:45:00,0.9903352661014221,Trailing Stop (Stepped),0 days 00:00:00,73.06533628230234,31.07411231786397,3.775945603022975,0.006468983428442031
11,TREEUSDTUSDT,0.35597789999999996,0.35846841038287497,2025-09-03 21:15:00,2025-09-03 21:15:00,1.0022054280671682,Trailing Stop (Stepped),0 days 00:00:00,77.88223599808391,56.3309948922617,4.721136210483471,0.005621135469364816
12,SPKUSDTUSDT,0.06191093999999999,0.06289,2025-09-04 04:30:00,2025-09-04 04:30:00,0.9881078536395542,Partial TP 15%,0 days 00:00:00,0.0,0.0,0.0,0.0
13,SPKUSDTUSDT,0.06191093999999999,0.06394,2025-09-04 04:30:00,2025-09-04 04:45:00,1.5358584674375353,Partial TP 25%,0 days 00:15:00,0.0,0.0,0.0,0.0
14,SPKUSDTUSDT,0.06191093999999999,0.06618689,2025-09-04 04:30:00,2025-09-04 05:00:00,3.2115497649747136,Final TP 40%,0 days 00:30:00,70.2861951006448,28.702609870636287,4.422970623256763,0.0
15,SPKUSDTUSDT,0.06623309999999999,0.06388298402925,2025-09-04 05:15:00,2025-09-04 05:15:00,-6.024910144624125,Stop Loss,0 days 00:00:00,84.11048204290171,37.1582199390235,6.361397357632957,0.008607671398369088
