,symbol,entry_price,exit_price,entry_time,exit_time,pnl,balance_after,reason,duration,rsi,adx,volume_ratio,upper_wick_ratio
0,UNIUSDTUSDT,9.3076515,9.172755706810502,2025-11-11 15:00:00,2025-11-11 15:00:00,-21.408219285714104,977.877851964375,Stop Loss,0 days 00:00:00,69.71352676538302,25.24863687303142,2.9435754773417666,0.006449532408900217
1,ASTERUSDTUSDT,1.14287115,1.149581010356841,2025-11-11 15:42:00,2025-11-11 15:42:00,7.4990942494700406,984.6788111014268,Smart Trailing (Max 40%),0 days 00:00:00,75.07609294677097,26.493411341520385,2.6418624530819743,0.003239079051037218
2,ASTERUSDTUSDT,1.150575,1.133899716525,2025-11-11 15:43:00,2025-11-11 15:51:00,-21.080219914055768,962.8956006746978,Stop Loss,0 days 00:08:00,76.50732913821281,26.493411341520385,2.924974046122432,0.0018262457605009053
3,CFXUSDTUSDT,0.12234113999999999,0.12056804985798,2025-11-11 16:39:00,2025-11-11 16:39:00,-20.61388016849338,941.5942816537201,Stop Loss,0 days 00:00:00,75.79378416252318,33.96131160968479,7.791291516731667,0.09110238796205439
4,CFXUSDTUSDT,0.11981988,0.12248695203937862,2025-11-11 16:40:00,2025-11-11 16:40:00,29.253829930019048,970.175880355315,Smart Trailing (Max 53%),0 days 00:00:00,71.48443202447554,33.96131160968479,8.36736848574537,0.11406145624582502
5,CFXUSDTUSDT,0.12189091499999999,0.120124349968905,2025-11-11 16:41:00,2025-11-11 16:41:00,-20.769737992357353,948.713505909502,Stop Loss,0 days 00:00:00,75.02206824070996,33.96131160968479,8.860951387176707,0.09495281083299147
6,CFXUSDTUSDT,0.11991993,0.12009968997506999,2025-11-11 16:42:00,2025-11-11 16:42:00,1.352933902329863,949.3891259645344,Smart Break-even,0 days 00:00:00,71.6136919505422,33.96131160968479,9.43258861655355,0.11331775700934586
7,CFXUSDTUSDT,0.120190065,0.118448150387955,2025-11-11 16:43:00,2025-11-11 16:43:00,-20.32473059612122,928.3865991765344,Stop Loss,0 days 00:00:00,72.0698064014995,33.96131160968479,9.72032470595079,0.11072261072261078
8,CFXUSDTUSDT,0.12223108499999999,0.12045958988509499,2025-11-11 16:44:00,2025-11-11 16:45:00,-19.875103897089698,907.8486933952607,Stop Loss,0 days 00:01:00,75.46881659671249,33.96131160968479,10.294346778311006,0.09271089271089279
9,CFXUSDTUSDT,0.116968455,0.117143790714045,2025-11-11 16:58:00,2025-11-11 16:58:00,1.294657731580263,908.4952118440573,Smart Break-even,0 days 00:00:00,66.46871066699232,36.567604353195584,2.5626521528368476,0.06517834231460098
10,CFXUSDTUSDT,0.11707851,0.11538169115457,2025-11-11 16:59:00,2025-11-11 17:01:00,-19.449264715178916,888.3973462779866,Stop Loss,0 days 00:02:00,66.60412230512185,36.567604353195584,2.6777422309439594,0.06435897435897431
11,LSKUSDTUSDT,0.37508745,0.36965130758715,2025-11-12 05:38:00,2025-11-12 05:38:00,-19.01900520196573,868.7440886691686,Stop Loss,0 days 00:00:00,71.897472831773,31.124574277917105,2.5292650296011474,0.022678762006403286
12,LSKUSDTUSDT,0.3713855999999999,0.3660031084991999,2025-11-12 05:39:00,2025-11-12 05:39:00,-18.598263953397584,849.5256033345551,Stop Loss,0 days 00:00:00,70.7775936957425,31.124574277917105,2.7467769254476053,0.032875235785502534
13,LSKUSDTUSDT,0.36688335,0.36156610960845,2025-11-12 05:40:00,2025-11-12 05:40:00,-18.18683040501486,830.7322721775345,Stop Loss,0 days 00:00:00,69.32388605919293,31.124574277917105,2.9920249723238808,0.04526861194436855
14,LSKUSDTUSDT,0.36017999999999994,0.36296874486886005,2025-11-12 05:41:00,2025-11-12 05:41:00,8.590686547021843,838.7298750719701,Smart Trailing (Max 49%),0 days 00:00:00,66.76906877997298,31.124574277917105,3.3062501450141055,0.06501806057238115
15,LSKUSDTUSDT,0.36288135,0.35762211059445004,2025-11-12 05:42:00,2025-11-12 05:42:00,-17.955713087020396,820.1753686137267,Stop Loss,0 days 00:00:00,67.9467922842763,31.124574277917105,3.486805433319865,0.05621383301184892
16,LSKUSDTUSDT,0.35777879999999995,0.36109907992317,2025-11-12 05:43:00,2025-11-12 05:43:00,10.282209184620235,829.872031022725,Smart Trailing (Max 56%),0 days 00:00:00,65.84887719475897,31.124574277917105,3.772572800771187,0.07156835336874463
17,LSKUSDTUSDT,0.3613806,0.36647296776411004,2025-11-12 05:44:00,2025-11-12 05:44:00,16.104709653083525,845.3842711741146,Smart Trailing (Max 79%),0 days 00:00:00,67.28987498058217,31.124574277917105,3.9398171101932946,0.061184939091915705
18,LSKUSDTUSDT,0.36568274999999995,0.37223098002506055,2025-11-12 05:45:00,2025-11-12 05:45:00,21.011310093781915,865.792037131983,Smart Trailing (Max 97%),0 days 00:00:00,68.97309633919812,31.124574277917105,4.137149274326285,0.04812687995624815
19,LSKUSDTUSDT,0.39249615,0.38680770329805,2025-11-12 05:55:00,2025-11-12 05:55:00,-18.535065786746788,846.6388575184839,Stop Loss,0 days 00:00:00,76.78280784676666,33.83928436918308,2.723138182594914,0.02345144022431823
20,LSKUSDTUSDT,0.38629304999999997,0.39005125348119113,2025-11-12 05:56:00,2025-11-12 05:56:00,11.156314867419848,857.1907325647296,Smart Trailing (Max 58%),0 days 00:00:00,75.36603654320592,33.83928436918308,3.0258983702664692,0.03988603988603995
21,LSKUSDTUSDT,0.38949464999999994,0.39198497946675653,2025-11-12 05:57:00,2025-11-12 05:57:00,7.213318936234328,863.792078392829,Smart Trailing (Max 42%),0 days 00:00:00,76.09539599280792,33.83928436918308,3.185903690780661,0.03160328879753349
22,LSKUSDTUSDT,0.39099539999999994,0.39295705904826894,2025-11-12 05:58:00,2025-11-12 05:59:00,5.570942226741465,868.7463346208606,Smart Trailing (Max 36%),0 days 00:01:00,76.47732379976571,33.83928436918308,3.338617670379433,0.027116909695574308
23,LSKUSDTUSDT,0.39239609999999997,0.39613581278544646,2025-11-12 06:00:00,2025-11-12 06:00:00,11.201476580885963,879.327588217081,Smart Trailing (Max 57%),0 days 00:00:00,76.78280784676666,33.83928436918308,3.6240457131657133,0.02345144022431823
24,ASTERUSDTUSDT,1.16148045,1.14464711383815,2025-11-12 06:42:00,2025-11-12 06:43:00,-18.824837832529457,859.8749731387337,Stop Loss,0 days 00:01:00,70.36317204919217,35.49990160486174,2.5985976056452644,0.0005168403824618261
25,ASTERUSDTUSDT,1.1803899,1.1632825091793,2025-11-12 08:54:00,2025-11-12 08:57:00,-18.408391983251594,840.8526916908296,Stop Loss,0 days 00:03:00,69.85490885191253,31.12480860733896,2.721132740219808,0.00398372605526373
26,ASTERUSDTUSDT,1.166583,1.1683317079170001,2025-11-12 08:58:00,2025-11-12 09:12:00,1.1991165998669513,841.4514993796586,Smart Break-even,0 days 00:14:00,66.18463089965388,31.12480860733896,3.6821784209215203,0.015866209262435836
27,UAIUSDTUSDT,0.2279139,0.22461074384730004,2025-11-12 09:29:00,2025-11-12 09:29:00,-18.013978217012678,822.8367847455833,Stop Loss,0 days 00:00:00,81.61619597402887,29.684116635963942,5.966051495747947,0.08340649692712901
28,UAIUSDTUSDT,0.22301144999999997,0.21977934505514998,2025-11-12 09:30:00,2025-11-12 09:30:00,-17.615470324185416,804.6338675842838,Stop Loss,0 days 00:00:00,75.99754207634388,29.68411663596394,6.402392287310394,0.10821733273462049
29,UAIUSDTUSDT,0.21380685,0.21766888038889212,2025-11-12 09:42:00,2025-11-12 09:43:00,20.17808244084578,824.2374987739092,Smart Trailing (Max 98%),0 days 00:01:00,65.33983021665145,30.97843602967183,3.672895554933071,0.06504445484323816
30,UAIUSDTUSDT,0.2155077,0.21653281111159092,2025-11-12 09:44:00,2025-11-12 09:44:00,5.00941853828687,828.6584704650669,Smart Trailing (Max 35%),0 days 00:00:00,67.26003928624569,30.97843602967183,4.216117528269581,0.056148491879350344
31,UAIUSDTUSDT,0.21620804999999998,0.2196430462813295,2025-11-12 09:45:00,2025-11-12 09:46:00,18.206235212200355,846.2731025713451,Smart Trailing (Max 88%),0 days 00:01:00,67.92543761439582,30.97843602967183,4.317679374664076,0.053216103655715
